,season,school_name,conf_abbr,g,gs,mp,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,pprod,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,id,cbb_id
272,1974-75,Maryland,ACC,29,,,.627,,.412,,,,,,,,davisbr01,brad-davis-1
273,1975-76,Maryland,ACC,28,28,,.576,,.509,,,,,,,,davisbr01,brad-davis-1
274,1976-77,Maryland,ACC,27,27,,.563,,.408,,,,,,,,davisbr01,brad-davis-1
275,1974-75,Florida State,Ind,26,,,.575,,.222,,,,,,,,davisha01,harry-davis-1
276,1975-76,Florida State,Ind,27,,,.642,,.317,,,,,,,,davisha01,harry-davis-1
277,1976-77,Florida State,Metro,27,,819,.568,,.297,,,,,,,,davisha01,harry-davis-1
278,1977-78,Florida State,Metro,28,,941,.593,,.473,,,,,,,,davisha01,harry-davis-1
279,1973-74,Dayton,Ind,29,,,.454,,.258,,,,,,,,davisjo01,johnny-davis-1
280,1974-75,Dayton,Ind,26,,1002,.526,,.331,,,,,,,,davisjo01,johnny-davis-1
281,1975-76,Dayton,Ind,26,,1007,.520,,.426,,,,,,,,davisjo01,johnny-davis-1
282,1976-77,Maryland,ACC,27,23,,.485,,.557,,,,,,,,davismi03,mike-davis-1
283,1977-78,Maryland,ACC,18,5,,.563,,.676,,,,,,,,davismi03,mike-davis-1
284,1977-78,Tennessee State,Ind,22,,,.499,,.236,,,,,,,,davismo01,monti-davis-1
285,1978-79,Tennessee State,Ind,26,,,.674,,.431,,,,,,,,davismo01,monti-davis-1
286,1979-80,Tennessee State,Ind,26,,,.554,,.379,,,,,,,,davismo01,monti-davis-1
287,1974-75,Washington State,Pac-8,26,,694,.487,,.255,,,,,,19.8,,davisro01,ron-davis-1
288,1975-76,Washington State,Pac-8,26,,937,.544,,.324,,,,,,13.9,,davisro01,ron-davis-1
289,1973-74,UNC,ACC,27,,,.536,,.255,,,,,,,,daviswa03,walter-davis-2
290,1974-75,UNC,ACC,31,,,.544,,.328,,,,,,,,daviswa03,walter-davis-2
291,1975-76,UNC,ACC,29,,,.583,,.370,,,,,,,,daviswa03,walter-davis-2
292,1976-77,UNC,ACC,32,,,.611,,.333,,,,,,,,daviswa03,walter-davis-2
293,1975-76,Northern Illinois,MAC,23,,,.422,,.168,,,,,,,,dawkipa01,paul-dawkins-1
294,1976-77,Northern Illinois,MAC,27,,,.452,,.187,,,,,,,,dawkipa01,paul-dawkins-1
295,1977-78,Northern Illinois,MAC,25,,,.504,,.174,,,,,,,,dawkipa01,paul-dawkins-1
296,1978-79,Northern Illinois,MAC,26,,,.509,,.260,,,,,,,,dawkipa01,paul-dawkins-1
297,1975-76,Utah,WAC,25,0,293,.467,,.587,,,,,,24.4,,deanegr01,greg-deane-1
298,1976-77,Utah,WAC,29,29,766,.625,,.411,,,,,,21.7,,deanegr01,greg-deane-1
299,1977-78,Utah,WAC,29,8,601,.582,,.494,,,,,,25.1,,deanegr01,greg-deane-1
300,1978-79,Utah,WAC,30,30,904,.536,,.243,,,,,,17.7,,deanegr01,greg-deane-1
301,1959-60,Detroit,Ind,27,,,.456,,.295,,,,,,,,debusda01,dave-debusschere-1
302,1960-61,Detroit,Ind,27,,,.422,,.244,,,,,,,,debusda01,dave-debusschere-1
303,1961-62,Detroit,Ind,26,,,.476,,.393,,,,,,,,debusda01,dave-debusschere-1
304,1975-76,Arizona,WAC,7,,,.286,,.000,,,,,,,,demicla01,larry-demic-1
305,1976-77,Arizona,WAC,16,,100,.461,,.371,,,,,,,,demicla01,larry-demic-1
306,1977-78,Arizona,WAC,26,9,534,.558,,.335,,,,,,22.7,,demicla01,larry-demic-1
307,1978-79,Arizona,Pac-10,27,27,924,.587,,.405,,,,,,17.1,,demicla01,larry-demic-1
308,1975-76,Washington State,Pac-8,9,,36,.593,,.429,,,,,,32.2,,donalja01,james-donaldson-1
309,1976-77,Washington State,Pac-8,22,,297,.544,,.322,,,,,,26.1,,donalja01,james-donaldson-1
310,1977-78,Washington State,Pac-8,27,,999,.553,,.482,,,,,,21.6,,donalja01,james-donaldson-1
311,1978-79,Washington State,Pac-10,26,,946,.558,,.454,,,,,,16.8,,donalja01,james-donaldson-1
312,1974-75,Georgia,SEC,25,,,.526,,.266,,,,,,,,dorseja01,jacky-dorsey-1
313,1975-76,Georgia,SEC,27,,,.514,,.246,,,,,,,,dorseja01,jacky-dorsey-1
314,1976-77,Kansas,Big 8,28,28,1018,.514,,.302,,,,,,,,dougljo01,john-douglas-1
315,1977-78,Kansas,Big 8,29,27,806,.462,,.201,,8.1,9.2,,0.8,,,dougljo01,john-douglas-1
316,1972-73,Alabama,SEC,30,,,.492,,.332,,,,,,,,douglle01,leon-douglas-1
317,1973-74,Alabama,SEC,26,,757,.509,,.337,,,,,,11.2,,douglle01,leon-douglas-1
318,1974-75,Alabama,SEC,27,,877,.568,,.399,,,,,,13.2,,douglle01,leon-douglas-1
319,1975-76,Alabama,SEC,28,,953,.508,,.433,,,,,,12.6,,douglle01,leon-douglas-1
320,1976-77,Missouri,Big 8,28,,,.478,,.337,,,,,,,,drewla01,larry-drew-1
321,1977-78,Missouri,Big 8,30,30,1029,.482,,.305,,,,,,,,drewla01,larry-drew-1
322,1978-79,Missouri,Big 8,28,28,1037,.515,,.273,,3.9,23.3,,0.2,21.2,,drewla01,larry-drew-1
323,1979-80,Missouri,Big 8,31,31,1092,.596,,.434,,,,,,24.5,,drewla01,larry-drew-1
324,1972-73,UCLA,Pac-8,2,,,.000,,.000,,,,,,,,drollra01,ralph-drollinger-1
325,1973-74,UCLA,Pac-8,21,,,.515,,.341,,,,,,,,drollra01,ralph-drollinger-1
326,1974-75,UCLA,Pac-8,31,,,.558,,.415,,,,,,,,drollra01,ralph-drollinger-1
327,1975-76,UCLA,Pac-8,32,,,.555,,.335,,,,,,,,drollra01,ralph-drollinger-1
328,1972-73,South Carolina,Ind,29,,803,.561,,.305,,,,,,,,dunlemi01,mike-dunleavy-1
329,1973-74,South Carolina,Ind,27,,983,.508,,.314,,,,,,,,dunlemi01,mike-dunleavy-1
330,1974-75,South Carolina,Ind,28,,1016,.536,,.323,,,,,,,,dunlemi01,mike-dunleavy-1
331,1975-76,South Carolina,Ind,27,,962,.547,,.468,,4.8,18.1,,0.1,,,dunlemi01,mike-dunleavy-1
332,1973-74,Alabama,SEC,25,,839,.455,,.250,,,,,,17.5,,dunntr01,tr-dunn-1
333,1974-75,Alabama,SEC,27,,948,.501,,.236,,,,,,15.2,,dunntr01,tr-dunn-1
334,1975-76,Alabama,SEC,28,,961,.412,,.195,,,,,,15.6,,dunntr01,tr-dunn-1
335,1976-77,Alabama,SEC,31,,1094,.517,,.244,,,,,,11.1,,dunntr01,tr-dunn-1
336,1976-77,Georgetown,Ind,26,,,.511,,.247,,,,,,,,durenjo01,john-duren-1
337,1977-78,Georgetown,Ind,31,,1061,.521,,.293,,,,,,,,durenjo01,john-duren-1
338,1978-79,Georgetown,Ind,29,,1024,.544,,.293,,,,,,16.4,,durenjo01,john-duren-1
339,1979-80,Georgetown,Big East,32,32,1164,.493,,.303,,,,,,20.8,,durenjo01,john-duren-1
340,1973-74,Washington,Pac-8,25,,,.449,,.388,,,,,,,,edwarja01,james-edwards-1
341,1974-75,Washington,Pac-8,26,,575,.492,,.489,,,,,,,,edwarja01,james-edwards-1
342,1975-76,Washington,Pac-8,28,,811,.539,,.349,,,,,,,,edwarja01,james-edwards-1
343,1976-77,Washington,Pac-8,27,,940,.575,,.455,,,,,,11.4,,edwarja01,james-edwards-1
344,1973-74,Arizona,WAC,26,,,.540,,.486,,,,,,,,elliobo01,bob-elliott-1
345,1974-75,Arizona,WAC,29,,,.559,,.410,,,,,,,,elliobo01,bob-elliott-1
346,1975-76,Arizona,WAC,33,,,.580,,.554,,,,,,,,elliobo01,bob-elliott-1
347,1976-77,Arizona,WAC,26,,770,.597,,.641,,,,,,,,elliobo01,bob-elliott-1
348,1973-74,Marquette,Ind,31,,,.554,,.196,,,,,,,,ellisbo02,bo-ellis-2
349,1974-75,Marquette,Ind,27,,,.521,,.376,,,,,,,,ellisbo02,bo-ellis-2
350,1975-76,Marquette,Ind,29,,1039,.462,,.255,,,,,,,,ellisbo02,bo-ellis-2
351,1976-77,Marquette,Ind,32,,1207,.552,,.404,,,,,,,,ellisbo02,bo-ellis-2
352,1971-72,Maryland,ACC,32,,,.521,,.462,,,,,,,,elmorle01,len-elmore-1
353,1972-73,Maryland,ACC,26,,,.487,,.255,,,,,,,,elmorle01,len-elmore-1
354,1973-74,Maryland,ACC,28,,,.557,,.281,,,,,,,,elmorle01,len-elmore-1
355,1972-73,South Carolina,Ind,29,,1037,.526,,.190,,,,,,,,englial01,alex-english-1
356,1973-74,South Carolina,Ind,27,,1007,.550,,.284,,,,,,,,englial01,alex-english-1
357,1974-75,South Carolina,Ind,28,,1024,.565,,.214,,,,,,,,englial01,alex-english-1
358,1975-76,South Carolina,Ind,27,,1045,.574,,.286,,14.1,4.7,,2.7,,,englial01,alex-english-1
359,1969-70,UMass,Yankee,25,,969,.557,,.491,,,,,,,,ervinju01,julius-erving-1
360,1970-71,UMass,Yankee,27,,1029,.514,,.338,,,,,,,,ervinju01,julius-erving-1
361,1947-48,Butler,MAC,21,,,,,,,,,,,,,evansbo01,robert-evans-1
362,1948-49,Butler,MAC,23,,,.347,,.211,,,,,,,,evansbo01,robert-evans-1
363,1974-75,USC,Pac-8,25,,,.475,,.406,,,,,,,,evansea01,earl-evans-1
364,1975-76,USC,Pac-8,19,,,.507,,.221,,,,,,,,evansea01,earl-evans-1
365,1977-78,UNLV,Ind,26,,758,.579,,.329,,,,,,19.3,,evansea01,earl-evans-1
366,1978-79,UNLV,Ind,29,,826,.506,,.327,,,,,,13.6,,evansea01,earl-evans-1
367,1974-75,Kansas State,Big 8,29,,,.508,,.182,,,,,,,,evansmi01,mike-evans-1
368,1975-76,Kansas State,Big 8,28,,,.541,,.193,,,,,,,,evansmi01,mike-evans-1
369,1976-77,Kansas State,Big 8,31,,,.527,,.310,,,,,,,,evansmi01,mike-evans-1
370,1977-78,Kansas State,Big 8,29,,,.526,,.255,,,,,,,,evansmi01,mike-evans-1
371,1972-73,San Francisco,WCAC,28,,,.481,,.286,,,,,,,,fernser01,eric-fernsten-1
372,1973-74,San Francisco,WCAC,28,,,.529,,.313,,,,,,,,fernser01,eric-fernsten-1
373,1974-75,San Francisco,WCAC,26,,,.484,,.372,,,,,,,,fernser01,eric-fernsten-1
374,1975-76,Notre Dame,Ind,29,,672,.608,,.271,,,,,,,,flowebr01,bruce-flowers-1
375,1976-77,Notre Dame,Ind,27,,752,.575,,.254,,,,,,,,flowebr01,bruce-flowers-1
376,1977-78,Notre Dame,Ind,31,,662,.509,,.358,,,,,,,,flowebr01,bruce-flowers-1
377,1978-79,Notre Dame,Ind,30,0,628,.700,,.515,,14.7,6.7,,2.5,21.3,,flowebr01,bruce-flowers-1
378,1969-70,Villanova,Ind,29,,,.517,,.316,,,,,,,,fordch01,chris-ford-1
379,1970-71,Villanova,Ind,34,,,.484,,.440,,,,,,,,fordch01,chris-ford-1
380,1971-72,Villanova,Ind,28,,,.534,,.366,,,,,,,,fordch01,chris-ford-1
381,1972-73,New Mexico,WAC,27,,587,.449,,.179,,,,,,,,forddo01,don-ford-1
382,1974-75,UCSB,Ind,26,,,.587,,.291,,,,,,,,forddo01,don-ford-1
383,1974-75,UNC,ACC,31,,,.569,,.435,,,,,,,,fordph01,phil-ford-1
384,1975-76,UNC,ACC,29,,,.581,,.424,,,,,,,,fordph01,phil-ford-1
385,1976-77,UNC,ACC,33,,,.595,,.427,,,,,,,,fordph01,phil-ford-1
386,1977-78,UNC,ACC,30,,,.579,,.407,,,,,,,,fordph01,phil-ford-1
387,1946-47,La Salle,Ind,26,,,,,,,,,,,,,foustla01,larry-foust-1
388,1947-48,La Salle,Ind,24,,,,,,,,,,,,,foustla01,larry-foust-1
389,1948-49,La Salle,Ind,28,,,,,,,,,,,,,foustla01,larry-foust-1
390,1949-50,La Salle,Ind,25,,,,,,,,,,,,,foustla01,larry-foust-1
391,1959-60,Saint Francis (PA),Ind,23,,,.482,,.379,,,,,,,,fowleca01,cal-fowler-1
392,1960-61,Saint Francis (PA),Ind,25,,,.526,,.352,,,,,,,,fowleca01,cal-fowler-1
393,1961-62,Saint Francis (PA),Ind,22,,,.571,,.449,,,,,,,,fowleca01,cal-fowler-1
394,1964-65,Southern Illinois,,24,,,.507,,.315,,,,,,,,fraziwa01,walt-frazier-1
395,1966-67,Southern Illinois,Ind,26,,,.519,,.317,,,,,,,,fraziwa01,walt-frazier-1
396,1978-79,Pepperdine,WCAC,32,,955,.514,,.288,,,,,,,,fulleto01,tony-fuller-1
397,1979-80,Pepperdine,WCAC,28,,999,.619,,.503,,,,,,,,fulleto01,tony-fuller-1
398,1972-73,Michigan State,Big Ten,24,2,,.450,,.219,,,,,,,,furlote01,terry-furlow-1
399,1973-74,Michigan State,Big Ten,24,20,,.521,,.199,,,,,,,,furlote01,terry-furlow-1
400,1974-75,Michigan State,Big Ten,25,25,,.568,,.307,,,,,,,,furlote01,terry-furlow-1
401,1975-76,Michigan State,Big Ten,27,27,,.529,,.309,,,,,,,,furlote01,terry-furlow-1
402,1975-76,DePaul,Ind,19,,,.403,,.235,,,,,,,,garlaga01,gary-garland-1
403,1976-77,DePaul,Ind,27,,,.414,,.112,,,,,,,,garlaga01,gary-garland-1
404,1977-78,DePaul,Ind,30,,,.503,,.160,,,,,,,,garlaga01,gary-garland-1
405,1978-79,DePaul,Ind,30,,,.475,,.158,,,,,,,,garlaga01,gary-garland-1
406,1972-73,Virginia,ACC,25,,714,.523,,.247,,,,,,15.3,,gerargu01,gus-gerard-1
407,1973-74,Virginia,ACC,27,,843,.493,,.280,,,,,,11.6,,gerargu01,gus-gerard-1
408,1969-70,Pacific,WCAC,27,,,.568,,.434,,,,,,,,gianejo01,john-gianelli-1
409,1970-71,Pacific,WCAC,28,,,.556,,.453,,,,,,,,gianejo01,john-gianelli-1
410,1971-72,Pacific,PCAA,26,,,.581,,.508,,,,,,,,gianejo01,john-gianelli-1
411,1969-70,Jacksonville,Ind,28,,,.594,,.382,,,,,,,,gilmoar01,artis-gilmore-1
412,1970-71,Jacksonville,Ind,26,,,.577,,.464,,,,,,,,gilmoar01,artis-gilmore-1
413,1974-75,Kentucky,SEC,31,,598,.520,,.212,,,,,,12.2,,givenja01,jack-givens-1
414,1975-76,Kentucky,SEC,30,,1068,.537,,.283,,,,,,,,givenja01,jack-givens-1
415,1976-77,Kentucky,SEC,30,,1032,.552,,.246,,,,,,9.4,,givenja01,jack-givens-1
416,1977-78,Kentucky,SEC,32,32,1028,.585,,.312,,,,,,9.5,,givenja01,jack-givens-1
417,1973-74,Southern Illinois,Ind,25,,,.544,,.074,,,,,,,,glennmi01,mike-glenn-1
418,1974-75,Southern Illinois,MVC,27,,,.633,,.174,,,,,,,,glennmi01,mike-glenn-1
419,1975-76,Southern Illinois,MVC,23,,696,.581,,.150,,,,,,,,glennmi01,mike-glenn-1
420,1976-77,Southern Illinois,MVC,29,29,1009,.603,,.119,,,,,,9.5,,glennmi01,mike-glenn-1
421,1976-77,Duke,ACC,27,,,.540,,.268,,,,,,,,gminsmi01,mike-gminski-1
422,1977-78,Duke,ACC,32,,,.600,,.391,,,,,,,,gminsmi01,mike-gminski-1
423,1978-79,Duke,ACC,30,,,.560,,.421,,,,,,,,gminsmi01,mike-gminski-1
424,1979-80,Duke,ACC,33,,1192,.598,,.439,,,,,,11.4,,gminsmi01,mike-gminski-1
425,1973-74,UNLV,WCAC,23,,,.552,,.333,,,,,,,,gondrgl01,glen-gondrezick-1
426,1974-75,UNLV,WCAC,29,,861,.516,,.321,,,,,,12.7,,gondrgl01,glen-gondrezick-1
427,1975-76,UNLV,Ind,31,,845,.474,,.252,,,,,,10.5,,gondrgl01,glen-gondrezick-1
428,1976-77,UNLV,Ind,32,,927,.539,,.332,,,,,,13.2,,gondrgl01,glen-gondrezick-1
429,1962-63,UCLA,AAWU,29,,,.458,,.368,,,,,,,,goodrga01,gail-goodrich-1
430,1963-64,UCLA,AAWU,30,,,.507,,.425,,,,,,,,goodrga01,gail-goodrich-1
431,1964-65,UCLA,AAWU,30,,,.569,,.502,,,,,,,,goodrga01,gail-goodrich-1
432,1947-48,Minnesota,Big Ten,12,,,,,,,,,,,,,grantbu01,harrybud-grant-1
433,1948-49,Minnesota,Big Ten,21,,,,,,,,,,,,,grantbu01,harrybud-grant-1
434,1971-72,Louisiana Tech,Southland,26,,,.603,,.345,,,,,,,,greenmi01,mike-green-1
435,1972-73,Louisiana Tech,Southland,26,,,.597,,.242,,,,,,,,greenmi01,mike-green-1
436,1975-76,Michigan,Big Ten,32,32,,.526,,.249,,,,,,,,greenri01,rickey-green-1
437,1976-77,Michigan,Big Ten,28,27,,.520,,.276,,,,,,11.2,,greenri01,rickey-green-1
438,1975-76,UCLA,Pac-8,31,,403,.548,,.287,,,,,,,,greenda01,dave-greenwood-1
439,1976-77,UCLA,Pac-8,29,,979,.540,,.284,,,,,,,,greenda01,dave-greenwood-1
440,1977-78,UCLA,Pac-8,28,,978,.572,,.365,,,,,,,,greenda01,dave-greenwood-1
441,1978-79,UCLA,Pac-10,30,,1069,.620,,.299,,,,,,,,greenda01,dave-greenwood-1
442,1955-56,Marshall,MAC,23,,,.633,,.681,,,,,,,,greerha01,hal-greer-1
443,1956-57,Marshall,MAC,24,,,.562,,.474,,,,,,,,greerha01,hal-greer-1
444,1957-58,Marshall,MAC,24,,,.583,,.264,,,,,,,,greerha01,hal-greer-1
445,1972-73,Kentucky,SEC,28,,919,.549,,.172,,,,,,,,greveke01,kevin-grevey-1
446,1973-74,Kentucky,SEC,25,,843,.542,,.219,,,,,,15.3,,greveke01,kevin-grevey-1
447,1974-75,Kentucky,SEC,31,,1023,.548,,.265,,,,,,11.2,,greveke01,kevin-grevey-1
448,1972-73,Western Michigan,MAC,25,20,,.511,,.429,,,,,,,,griffpa01,paul-griffin-1
449,1973-74,Western Michigan,MAC,26,26,,.604,,.516,,,,,,,,griffpa01,paul-griffin-1
450,1974-75,Western Michigan,MAC,26,26,,.604,,.463,,,,,,,,griffpa01,paul-griffin-1
451,1975-76,Western Michigan,MAC,28,28,,.633,,.521,,,,,,,,griffpa01,paul-griffin-1
452,1976-77,Louisville,Metro,28,,652,.523,,.311,,,,,,17.9,,griffda01,darrell-griffith-1
453,1977-78,Louisville,Metro,30,,996,.545,,.239,,,,,,18.1,,griffda01,darrell-griffith-1
454,1978-79,Louisville,Metro,32,,1001,.529,,.310,,,,,,18.6,,griffda01,darrell-griffith-1
455,1979-80,Louisville,Metro,36,,1246,.576,,.282,,,,,,,,griffda01,darrell-griffith-1
456,1949-50,Duke,Southern,19,,,.454,,.383,,,,,,,,groatdi01,dick-groat-1
457,1950-51,Duke,Southern,33,,,.477,,.464,,,,,,,,groatdi01,dick-groat-1
458,1951-52,Duke,Southern,30,,,.468,,.401,,,,,,,,groatdi01,dick-groat-1
459,1972-73,Seattle,WCAC,16,,,.515,,.154,,,,,,,,grossbo01,bob-gross-1
460,1973-74,Long Beach State,PCAA,24,,,.552,,.429,,,,,,,,grossbo01,bob-gross-1
461,1974-75,Long Beach State,PCAA,26,,,.564,,.441,,,,,,,,grossbo01,bob-gross-1
462,1973-74,Tennessee,SEC,26,,,.534,,.353,,,,,,,,grunfer01,ernie-grunfeld-1
463,1974-75,Tennessee,SEC,20,,,.512,,.329,,,,,,,,grunfer01,ernie-grunfeld-1
464,1975-76,Tennessee,SEC,27,,,.582,,.441,,,,,,,,grunfer01,ernie-grunfeld-1
465,1976-77,Tennessee,SEC,28,,,.582,,.387,,,,,,,,grunfer01,ernie-grunfeld-1
466,1977-78,Washington,Pac-8,26,,223,.532,,.395,,,,,,,,gudmupe01,petur-gudmundsson-1
467,1978-79,Washington,Pac-10,27,,533,.571,,.410,,,,,,,,gudmupe01,petur-gudmundsson-1
468,1979-80,Washington,Pac-10,28,,415,.521,,.295,,,,,,22.0,,gudmupe01,petur-gudmundsson-1
469,1953-54,Iona,Ind,21,,,.496,,.615,,,,,,,,gueriri01,richie-guerin-1
470,1950-51,Kentucky,SEC,20,,,.422,,.324,,,,,,,,hagancl01,cliff-hagan-1
471,1951-52,Kentucky,SEC,32,,,.465,,.371,,,,,,,,hagancl01,cliff-hagan-1
472,1953-54,Kentucky,SEC,25,,,.496,,.372,,,,,,,,hagancl01,cliff-hagan-1
473,1974-75,St. Bonaventure,Ind,20,,,.480,,.296,,,,,,,,hagangl01,glenn-hagan-1
474,1975-76,St. Bonaventure,Ind,27,,,.506,,.327,,,,,,,,hagangl01,glenn-hagan-1
475,1976-77,St. Bonaventure,Ind,29,,,.524,,.300,,,,,,,,hagangl01,glenn-hagan-1
476,1977-78,St. Bonaventure,Ind,28,,,.524,,.294,,,,,,,,hagangl01,glenn-hagan-1
477,1975-76,UCLA,Pac-8,21,,,.306,,.964,,,,,,,,hamilro01,roy-hamilton-1
478,1976-77,UCLA,Pac-8,29,,829,.537,,.358,,,,,,,,hamilro01,roy-hamilton-1
479,1977-78,UCLA,Pac-8,28,,981,.576,,.420,,,,,,,,hamilro01,roy-hamilton-1
480,1978-79,UCLA,Pac-10,30,,1108,.556,,.299,,,,,,17.4,,hamilro01,roy-hamilton-1
481,1955-56,Morehead State,OVC,28,,,.458,,.269,,,,,,,,hamilst01,steve-hamilton-2
482,1956-57,Morehead State,OVC,27,,,.543,,.619,,,,,,,,hamilst01,steve-hamilton-2
483,1957-58,Morehead State,OVC,,,,,,,,,,,,,,hamilst01,steve-hamilton-2
484,1942-43,USC,PCC,15,,,,,,,,,,,,,hannual01,alex-hannum-1
485,1946-47,USC,PCC,24,,,,,,,,,,,,,hannual01,alex-hannum-1
486,1947-48,USC,PCC,24,,,,,,,,,,,,,hannual01,alex-hannum-1
487,1976-77,Notre Dame,Ind,28,,274,.491,,.604,,,,,,,,hanzlbi01,bill-hanzlik-1
488,1977-78,Notre Dame,Ind,30,,307,.573,,.487,,,,,,,,hanzlbi01,bill-hanzlik-1
489,1978-79,Notre Dame,Ind,29,29,654,.631,,.470,,8.1,21.5,,1.1,24.2,,hanzlbi01,bill-hanzlik-1
490,1979-80,Notre Dame,Ind,22,22,603,.508,,.444,,,,,,,,hanzlbi01,bill-hanzlik-1
491,1975-76,Michigan,Big Ten,29,0,,.500,,.229,,,,,,,,hardyal01,alan-hardy-1
492,1976-77,Michigan,Big Ten,29,0,,.470,,.240,,,,,,18.9,,hardyal01,alan-hardy-1
493,1977-78,Michigan,Big Ten,27,27,885,.468,,.144,,,,,,,,hardyal01,alan-hardy-1
494,1978-79,Michigan,Big Ten,27,16,686,.547,,.136,,11.8,7.2,,1.8,18.7,,hardyal01,alan-hardy-1
495,1975-76,San Francisco,WCAC,29,,898,.535,,.372,,,,,,,,hardyja01,james-hardy-1
496,1976-77,San Francisco,WCAC,29,,986,.579,,.364,,,,,,,,hardyja01,james-hardy-1
497,1977-78,San Francisco,WCAC,22,,713,.561,,.361,,,,,,,,hardyja01,james-hardy-1
498,1970-71,Northern Illinois,Ind,23,,,.405,,.094,,,,,,,,harribi01,billy-harris-2
499,1971-72,Northern Illinois,Ind,25,,,.519,,.080,,,,,,,,harribi01,billy-harris-2
500,1972-73,Northern Illinois,Ind,25,,,.493,,.081,,,,,,,,harribi01,billy-harris-2
501,1973-74,Providence,Ind,32,,555,.499,,.072,,,,,,,,hassejo01,joe-hassett-1
502,1974-75,Providence,Ind,31,,1040,.510,,.062,,,,,,,,hassejo01,joe-hassett-1
503,1975-76,Providence,Ind,32,,1131,.503,,.111,,,,,,,,hassejo01,joe-hassett-1
504,1976-77,Providence,Ind,29,,1083,.531,,.142,,,,,,,,hassejo01,joe-hassett-1
505,1959-60,Ohio State,Big Ten,28,,,.491,,.237,,,,,,,,havlijo01,john-havlicek-1
506,1960-61,Ohio State,Big Ten,28,,,.562,,.271,,,,,,,,havlijo01,john-havlicek-1
507,1961-62,Ohio State,Big Ten,28,,,.554,,.289,,,,,,,,havlijo01,john-havlicek-1
508,1969-70,Washington,Pac-8,19,,,.576,,.483,,,,,,,,hawesst01,steve-hawes-1
509,1970-71,Washington,Pac-8,28,,,.557,,.546,,,,,,,,hawesst01,steve-hawes-1
510,1971-72,Washington,Pac-8,26,,,.578,,.383,,,,,,,,hawesst01,steve-hawes-1
511,1956-57,Notre Dame,Ind,28,,,.468,,.353,,,,,,,,hawkito01,tom-hawkins-1
512,1957-58,Notre Dame,Ind,29,,,.500,,.360,,,,,,,,hawkito01,tom-hawkins-1
513,1958-59,Notre Dame,Ind,22,,,.452,,.356,,,,,,,,hawkito01,tom-hawkins-1
514,1965-66,Houston,Ind,29,,946,.570,,.451,,,,,,,,hayesel01,elvin-hayes-1
515,1966-67,Houston,Ind,31,,1119,.514,,.303,,,,,,,,hayesel01,elvin-hayes-1
516,1967-68,Houston,Ind,33,,1270,.562,,.302,,,,,,,,hayesel01,elvin-hayes-1
517,1973-74,Idaho State,Big Sky,27,,,.536,,.362,,,,,,,,hayesst01,steve-hayes-1
518,1974-75,Idaho State,Big Sky,26,,,.580,,.349,,,,,,,,hayesst01,steve-hayes-1
519,1975-76,Idaho State,Big Sky,27,,,.576,,.359,,,,,,,,hayesst01,steve-hayes-1
520,1976-77,Idaho State,Big Sky,30,,,.578,,.414,,,,,,,,hayesst01,steve-hayes-1
521,1968-69,Detroit,Ind,24,,,.613,,.500,,,,,,,,haywosp01,spencer-haywood-1
522,1967-68,Oklahoma,Big 8,26,,,.496,,.386,,,,,,,,heardga01,gar-heard-1
523,1968-69,Oklahoma,Big 8,25,,,.448,,.398,,,,,,,,heardga01,gar-heard-1
524,1969-70,Oklahoma,Big 8,27,,,.518,,.390,,,,,,,,heardga01,gar-heard-1
525,1953-54,Holy Cross,Ind,28,,,.515,,.390,,,,,,,,heinsto01,tom-heinsohn-1
526,1954-55,Holy Cross,Ind,26,,,.503,,.431,,,,,,,,heinsto01,tom-heinsohn-1
527,1955-56,Holy Cross,Ind,27,,,.478,,.483,,,,,,,,heinsto01,tom-heinsohn-1
528,1974-75,VCU,Ind,25,,,.416,,.214,,,,,,,,hendege01,gerald-henderson-1
529,1975-76,VCU,Ind,25,,727,.504,,.109,,,,,,,,hendege01,gerald-henderson-1
530,1976-77,VCU,Ind,25,,903,.503,,.174,,,,,,21.1,,hendege01,gerald-henderson-1
531,1977-78,VCU,Ind,28,,939,.518,,.321,,,,,,16.5,,hendege01,gerald-henderson-1
532,1972-73,Hawaii,Ind,26,,964,.509,,.290,,,,,,,,hendeto01,tom-henderson-1
533,1973-74,Hawaii,Ind,28,,1049,.542,,.376,,,,,,14.4,,hendeto01,tom-henderson-1
534,1974-75,Villanova,Ind,26,,,.467,,.176,,,,,,,,herroke01,keith-herron-1
535,1975-76,Villanova,Ind,27,,,.518,,.263,,,,,,,,herroke01,keith-herron-1
536,1976-77,Villanova,ECBL,33,,,.552,,.221,,,,,,,,herroke01,keith-herron-1
537,1977-78,Villanova,EAA,31,,1027,.507,,.254,,,,,,,,herroke01,keith-herron-1
538,1974-75,LSU,SEC,26,24,822,.485,,.310,,,,,,,,higgske01,kenny-higgs-1
539,1975-76,LSU,SEC,26,,927,.499,,.392,,,,,,,,higgske01,kenny-higgs-1
540,1976-77,LSU,SEC,27,27,975,.501,,.551,,,,,,,,higgske01,kenny-higgs-1
541,1977-78,LSU,SEC,27,,743,.528,,.547,,,,,,,,higgske01,kenny-higgs-1
542,1977-78,Nevada,WCAC,27,,974,.488,,.355,,,,,,,,highjo01,johnny-high-1
543,1978-79,Nevada,WCAC,27,,927,.481,,.351,,,,,,,,highjo01,johnny-high-1
