,TEMP_PLAYER_ID,PLAYER_ID,FIRST_NAME,LAST_NAME,PLAYER_NAME,POSITION,HEIGHT_WO_SHOES,HEIGHT_WO_SHOES_FT_IN,HEIGHT_W_SHOES,HEIGHT_W_SHOES_FT_IN,WEIGHT,WINGSPAN,WINGSPAN_FT_IN,STANDING_REACH,STANDING_REACH_FT_IN,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH,SEASON
21,15022,,Rondae,Hollis-Jefferson,Rondae Hollis-Jefferson,SF,77.5,6' 5.5'',79.0,6' 7'',210.8,86.0,7' 2'',104.0,8' 8'',5.0,8.75,9.75,2015-16
22,15023,,Jonathan,Holmes,Jonathan Holmes,PF-SF,80.25,6' 8.25'',81.25,6' 9.25'',242.2,83.5,6' 11.5'',107.5,8' 11.5'',7.2,8.25,9.5,2015-16
23,15024,,Richaun,Holmes,Richaun Holmes,PF,80.25,6' 8.25'',81.5,6' 9.5'',242.8,85.5,7' 1.5'',108.0,9' 0'',8.8,8.5,8.5,2015-16
24,15025,,R.J.,Hunter,R.J. Hunter,SG,76.5,6' 4.5'',78.0,6' 6'',185,82.5,6' 10.5'',104.0,8' 8'',6.0,8.5,8.25,2015-16
25,15026,,Vince,Hunter,Vince Hunter,PF,78.75,6' 6.75'',79.5,6' 7.5'',208.4,83.0,6' 11'',104.5,8' 8.5'',4.6,9.0,8.75,2015-16
26,15027,,Mouhammadou,Jaiteh,Mouhammadou Jaiteh,C-PF,81.5,6' 9.5'',82.5,6' 10.5'',246.8,87.25,7' 3.25'',110.5,9' 2.5'',9.9,9.0,9.25,2015-16
27,15028,,Dakari,Johnson,Dakari Johnson,C,83.0,6' 11'',83.75,6' 11.75'',264.6,86.0,7' 2'',112.0,9' 4'',14.9,9.25,10.5,2015-16
28,15029,,Stanley,Johnson,Stanley Johnson,SF,77.0,6' 5'',78.5,6' 6.5'',241.8,83.5,6' 11.5'',102.0,8' 6'',7.5,9.0,9.0,2015-16
29,15030,,Tyus,Jones,Tyus Jones,PG,72.5,6' 0.5'',74.0,6' 2'',184.6,77.0,6' 5'',97.0,8' 1'',6.5,8.25,8.75,2015-16
30,15031,,Frank,Kaminsky,Frank Kaminsky,C-PF,83.75,6' 11.75'',84.75,7' 0.75'',231.2,83.0,6' 11'',109.5,9' 1.5'',9.4,8.5,9.5,2015-16
31,15032,,Kevon,Looney,Kevon Looney,PF,80.0,6' 8'',81.25,6' 9.25'',222.4,87.5,7' 3.5'',110.0,9' 2'',11.9,9.5,9.25,2015-16
32,15033,,Trey,Lyles,Trey Lyles,PF,81.0,6' 9'',82.25,6' 10.25'',241.2,85.5,7' 1.5'',108.0,9' 0'',12.1,9.25,10.25,2015-16
33,15034,,Jarell,Martin,Jarell Martin,PF,80.0,6' 8'',81.25,6' 9.25'',238.6,81.0,6' 9'',106.5,8' 10.5'',10.1,8.25,9.5,2015-16
34,15035,,TJ,McConnell,TJ McConnell,PG,72.5,6' 0.5'',74.0,6' 2'',187.8,74.0,6' 2'',96.5,8' 0.5'',7.3,7.5,7.0,2015-16
35,15036,,Chris,McCullough,Chris McCullough,PF,80.25,6' 8.25'',81.0,6' 9'',199,87.25,7' 3.25'',109.0,9' 1'',6.2,8.75,8.75,2015-16
36,15037,,Jordan,Mickey,Jordan Mickey,PF,79.0,6' 7'',80.25,6' 8.25'',238,87.25,7' 3.25'',106.0,8' 10'',7.2,8.75,9.5,2015-16
37,15038,,Larry,Nance,Larry Nance,PF,79.5,6' 7.5'',80.5,6' 8.5'',226.6,85.5,7' 1.5'',108.0,9' 0'',6.4,9.0,9.75,2015-16
38,15039,,Kelly,Oubre,Kelly Oubre,SF-SG,77.75,6' 5.75'',78.75,6' 6.75'',202.8,86.25,7' 2.25'',102.5,8' 6.5'',5.7,9.0,8.75,2015-16
39,15040,,Cameron,Payne,Cameron Payne,PG,72.75,6' 0.75'',73.5,6' 1.5'',182.8,79.25,6' 7.25'',97.5,8' 1.5'',6.3,8.5,8.25,2015-16
40,15041,,Terran,Petteway,Terran Petteway,SG,76.75,6' 4.75'',78.0,6' 6'',209.2,83.25,6' 11.25'',104.5,8' 8.5'',4.9,8.25,8.25,2015-16
41,15042,,Bobby,Portis,Bobby Portis,PF,81.5,6' 9.5'',82.5,6' 10.5'',246.2,86.0,7' 2'',108.5,9' 0.5'',8.9,9.5,9.25,2015-16
42,15043,,Norman,Powell,Norman Powell,SG,75.0,6' 3'',76.25,6' 4.25'',215.4,82.75,6' 10.75'',102.5,8' 6.5'',6.4,9.25,9.0,2015-16
43,15044,,Michael,Qualls,Michael Qualls,SG-SF,76.0,6' 4'',77.0,6' 5'',201.4,84.25,7' 0.25'',104.5,8' 8.5'',4.0,9.0,10.25,2015-16
44,15045,,Chasson,Randle,Chasson Randle,PG,72.25,6' 0.25'',73.5,6' 1.5'',178.8,79.0,6' 7'',96.5,8' 0.5'',4.5,8.5,9.5,2015-16
45,15046,,Terry,Rozier,Terry Rozier,PG-SG,72.5,6' 0.5'',74.25,6' 2.25'',190.2,80.25,6' 8.25'',98.5,8' 2.5'',5.6,8.25,8.5,2015-16
46,15047,,D?Angelo,Russell,D?Angelo Russell,PG-SG,75.25,6' 3.25'',77.0,6' 5'',193.4,81.75,6' 9.75'',102.0,8' 6'',8.3,8.75,9.75,2015-16
47,15048,,Keifer,Sykes,Keifer Sykes,PG,70.5,5' 10.5'',71.75,5' 11.75'',167.2,74.0,6' 2'',93.0,7' 9'',5.0,8.5,9.5,2015-16
48,15049,,TaShawn,Thomas,TaShawn Thomas,PF,79.25,6' 7.25'',80.0,6' 8'',240.2,86.0,7' 2'',108.0,9' 0'',12.4,9.0,9.25,2015-16
49,15050,,Marcus,Thornton,Marcus Thornton,PG-SG,73.75,6' 1.75'',74.75,6' 2.75'',177.4,79.75,6' 7.75'',97.5,8' 1.5'',5.3,8.25,8.5,2015-16
50,15051,,J.P.,Tokoto,J.P. Tokoto,SF-SG,77.25,6' 5.25'',78.25,6' 6.25'',195.8,82.0,6' 10'',100.5,8' 4.5'',4.1,8.0,8.75,2015-16
51,15052,,Myles,Turner,Myles Turner,C-PF,81.75,6' 9.75'',83.5,6' 11.5'',238.6,88.0,7' 4'',112.0,9' 4'',9.3,9.25,9.25,2015-16
52,15053,,Robert,Upshaw,Robert Upshaw,C,82.75,6' 10.75'',84.0,7' 0'',258.2,89.5,7' 5.5'',113.0,9' 5'',12.5,10.0,11.0,2015-16
53,15054,,Rashad,Vaughn,Rashad Vaughn,SG,75.75,6' 3.75'',77.0,6' 5'',198.6,79.0,6' 7'',101.0,8' 5'',6.2,8.0,8.5,2015-16
54,15055,,Chris,Walker,Chris Walker,PF,80.75,6' 8.75'',81.25,6' 9.25'',208,86.75,7' 2.75'',108.0,9' 0'',5.1,9.0,9.0,2015-16
55,15056,,Dez,Wells,Dez Wells,SG,75.0,6' 3'',76.0,6' 4'',208.8,81.5,6' 9.5'',100.5,8' 4.5'',8.1,8.75,9.75,2015-16
56,15057,,Aaron,White,Aaron White,PF-SF,79.75,6' 7.75'',80.75,6' 8.75'',219.8,83.5,6' 11.5'',106.5,8' 10.5'',8.0,8.75,9.25,2015-16
57,15058,,Alan,Williams,Alan Williams,PF,79.25,6' 7.25'',80.25,6' 8.25'',261.4,85.75,7' 1.75'',106.5,8' 10.5'',12.0,8.5,9.5,2015-16
58,15059,,Justise,Winslow,Justise Winslow,SF,76.5,6' 4.5'',78.5,6' 6.5'',221.8,82.25,6' 10.25'',104.5,8' 8.5'',5.3,8.5,9.25,2015-16
59,15060,,Christian,Wood,Christian Wood,PF,81.25,6' 9.25'',82.5,6' 10.5'',216,87.25,7' 3.25'',111.5,9' 3.5'',14.7,9.25,10.75,2015-16
60,15061,,Delon,Wright,Delon Wright,PG,76.25,6' 4.25'',77.5,6' 5.5'',181.4,79.5,6' 7.5'',101.5,8' 5.5'',6.6,8.0,8.5,2015-16
61,15062,,Joseph,Young,Joseph Young,SG-PG,72.75,6' 0.75'',74.0,6' 2'',182.2,77.0,6' 5'',94.5,7' 10.5'',4.1,8.75,7.5,2015-16
62,15011,,George,de Paula,George de Paula,PG,76.5,6' 4.5'',77.5,6' 5.5'',197,84.0,7' 0'',104.0,8' 8'',6.7,9.5,10.5,2015-16
0,16000,,Ron,Baker,Ron Baker,SG,75.25,6' 3.25'',76.25,6' 4.25'',212.4,81.75,6' 9.75'',97.5,8' 1.5'',7.85,8.75,9.5,2016-17
1,16001,,Wade,Baldwin IV,Wade Baldwin IV,PG,74.5,6' 2.5'',76.0,6' 4'',201.8,83.25,6' 11.25'',100.0,8' 4'',5.2,9.0,9.75,2016-17
2,16002,,Cat,Barber,Cat Barber,PG,73.5,6' 1.5'',74.75,6' 2.75'',173,77.5,6' 5.5'',95.5,7' 11.5'',4.5,8.0,8.5,2016-17
3,16003,,Malik,Beasley,Malik Beasley,SG,75.5,6' 3.5'',76.5,6' 4.5'',189.8,79.0,6' 7'',100.5,8' 4.5'',6.9,8.5,9.0,2016-17
4,16004,,DeAndre,Bembry,DeAndre Bembry,SG-SF,76.25,6' 4.25'',77.75,6' 5.75'',206.6,81.25,6' 9.25'',101.0,8' 5'',7.0,8.0,9.25,2016-17
5,16005,,Ben,Bentil,Ben Bentil,PF,79.25,6' 7.25'',80.25,6' 8.25'',229.2,85.5,7' 1.5'',105.0,8' 9'',9.7,9.5,10.0,2016-17
6,16006,,Jaron,Blossomgame,Jaron Blossomgame,SF,78.25,6' 6.25'',79.25,6' 7.25'',213.6,82.0,6' 10'',102.0,8' 6'',5.25,8.5,10.0,2016-17
7,16007,,Joel,Bolomboy,Joel Bolomboy,PF,79.5,6' 7.5'',81.0,6' 9'',224.4,85.75,7' 1.75'',103.5,8' 7.5'',5.15,9.0,10.25,2016-17
8,16008,,Malcolm,Brogdon,Malcolm Brogdon,SG,75.75,6' 3.75'',77.5,6' 5.5'',223,82.5,6' 10.5'',98.0,8' 2'',5.4,9.0,10.25,2016-17
9,16009,,Jaylen,Brown,Jaylen Brown,SG-SF,77.25,6' 5.25'',78.75,6' 6.75'',222.8,83.75,6' 11.75'',102.5,8' 6.5'',5.05,8.75,9.0,2016-17
10,16010,,Robert,Carter Jr,Robert Carter Jr,PF,78.75,6' 6.75'',80.5,6' 8.5'',250.6,87.25,7' 3.25'',106.5,8' 10.5'',12.45,8.75,9.5,2016-17
11,16011,,Marquese,Chriss,Marquese Chriss,PF,80.75,6' 8.75'',82.0,6' 10'',233,84.25,7' 0.25'',105.0,8' 9'',8.5,9.0,9.0,2016-17
12,16012,,Elgin,Cook,Elgin Cook,SF,77.0,6' 5'',78.25,6' 6.25'',209.8,82.0,6' 10'',100.5,8' 4.5'',6.35,8.5,10.25,2016-17
13,16013,,Isaiah,Cousins,Isaiah Cousins,PG,75.25,6' 3.25'',76.5,6' 4.5'',194,78.25,6' 6.25'',98.5,8' 2.5'',4.8,8.25,8.75,2016-17
14,16014,,Deyonta,Davis,Deyonta Davis,PF,81.25,6' 9.25'',82.5,6' 10.5'',237.2,86.5,7' 2.5'',108.5,9' 0.5'',9.7,9.0,9.25,2016-17
15,16015,,Cheick,Diallo,Cheick Diallo,PF,79.5,6' 7.5'',81.0,6' 9'',218.6,88.5,7' 4.5'',107.5,8' 11.5'',5.6,8.5,9.75,2016-17
16,16016,,Kris,Dunn,Kris Dunn,PG,75.0,6' 3'',76.25,6' 4.25'',,81.5,6' 9.5'',100.0,8' 4'',,,,2016-17
17,16017,,Henry,Ellenson,Henry Ellenson,PF,82.0,6' 10'',83.5,6' 11.5'',242,86.25,7' 2.25'',108.0,9' 0'',11.2,8.5,9.75,2016-17
18,16018,,Perry,Ellis,Perry Ellis,PF,79.0,6' 7'',80.25,6' 8.25'',217.8,82.25,6' 10.25'',102.0,8' 6'',4.6,8.0,8.5,2016-17
19,16019,,AJ,English,AJ English,PG,74.0,6' 2'',75.0,6' 3'',182.2,82.0,6' 10'',98.5,8' 2.5'',5.3,8.75,8.5,2016-17
20,16020,,Kay,Felder,Kay Felder,PG,68.25,5' 8.25'',69.5,5' 9.5'',177.2,74.5,6' 2.5'',88.5,7' 4.5'',5.8,8.25,8.5,2016-17
21,16021,,Dorian,Finney-Smith,Dorian Finney-Smith,SF,78.5,6' 6.5'',79.75,6' 7.75'',212.6,83.75,6' 11.75'',105.5,8' 9.5'',6.45,9.0,9.75,2016-17
22,16022,,Michael,Gbinije,Michael Gbinije,SG,77.5,6' 5.5'',78.75,6' 6.75'',204.6,79.5,6' 7.5'',101.0,8' 5'',5.4,8.0,9.0,2016-17
23,16023,,Daniel,Hamilton,Daniel Hamilton,SG-SF,78.25,6' 6.25'',80.0,6' 8'',197,81.0,6' 9'',103.5,8' 7.5'',5.95,9.0,8.5,2016-17
24,16025,,Josh,Hart,Josh Hart,SG,76.0,6' 4'',77.5,6' 5.5'',203.6,80.5,6' 8.5'',99.5,8' 3.5'',5.75,8.5,9.25,2016-17
25,16026,,Nigel,Hayes,Nigel Hayes,SF-PF,78.25,6' 6.25'',79.25,6' 7.25'',245,87.0,7' 3'',107.5,8' 11.5'',10.9,8.5,9.5,2016-17
26,16027,,Buddy,Hield,Buddy Hield,SG,75.75,6' 3.75'',77.0,6' 5'',212.4,81.25,6' 9.25'',101.0,8' 5'',6.1,8.5,9.0,2016-17
27,16029,,Demetrius,Jackson,Demetrius Jackson,PG,72.0,6' 0'',73.25,6' 1.25'',193.8,77.5,6' 5.5'',93.0,7' 9'',6.5,8.25,9.0,2016-17
28,16030,,Justin,Jackson,Justin Jackson,SF,79.0,6' 7'',80.25,6' 8.25'',193.4,82.75,6' 10.75'',103.5,8' 7.5'',7.6,8.75,8.75,2016-17
29,16031,,Brice,Johnson,Brice Johnson,PF,81.0,6' 9'',82.5,6' 10.5'',208.6,84.5,7' 0.5'',106.5,8' 10.5'',7.5,9.0,8.25,2016-17
30,16032,,Damian,Jones,Damian Jones,C,82.25,6' 10.25'',83.5,6' 11.5'',243.6,87.75,7' 3.75'',107.0,8' 11'',6.55,8.75,10.5,2016-17
31,16033,,Skal,Labissiere,Skal Labissiere,PF-C,82.5,6' 10.5'',83.75,6' 11.75'',215.8,86.5,7' 2.5'',105.5,8' 9.5'',5.7,8.75,9.0,2016-17
32,16034,,Dedric,Lawson,Dedric Lawson,PF,79.0,6' 7'',80.0,6' 8'',224.8,86.5,7' 2.5'',106.5,8' 10.5'',11.05,9.5,9.5,2016-17
33,16035,,Jake,Layman,Jake Layman,SF,80.0,6' 8'',81.25,6' 9.25'',208.6,81.25,6' 9.25'',102.0,8' 6'',7.1,8.25,9.25,2016-17
34,16037,,Caris,LeVert,Caris LeVert,SG,77.75,6' 5.75'',79.0,6' 7'',191,82.0,6' 10'',101.0,8' 5'',7.55,8.5,9.25,2016-17
35,16036,,Marcus,Lee,Marcus Lee,PF-C,81.0,6' 9'',82.25,6' 10.25'',211,87.0,7' 3'',107.5,8' 11.5'',5.35,9.0,9.0,2016-17
36,16038,,Thon,Maker,Thon Maker,PF,83.75,6' 11.75'',84.75,7' 0.75'',216,87.0,7' 3'',110.5,9' 2.5'',6.05,8.75,9.5,2016-17
37,16039,,Patrick,McCaw,Patrick McCaw,PG-SG,77.25,6' 5.25'',78.75,6' 6.75'',180.8,82.0,6' 10'',100.5,8' 4.5'',4.7,8.75,8.75,2016-17
38,16063,,Sheldon,McClellan,Sheldon McClellan,SG,77.0,6' 5'',78.25,6' 6.25'',198.2,79.0,6' 7'',99.5,8' 3.5'',4.75,8.0,8.0,2016-17
39,16040,,Isaiah,Miles,Isaiah Miles,PF,78.75,6' 6.75'',79.75,6' 7.75'',219.6,82.5,6' 10.5'',105.0,8' 9'',9.6,9.0,9.5,2016-17
40,16042,,Malik,Newman,Malik Newman,SG,74.25,6' 2.25'',75.5,6' 3.5'',182.2,77.75,6' 5.75'',97.5,8' 1.5'',5.6,8.25,9.25,2016-17
41,16043,,Georges,Niang,Georges Niang,PF,78.75,6' 6.75'',80.5,6' 8.5'',230.8,82.0,6' 10'',103.0,8' 7'',10.05,9.25,9.25,2016-17
42,16044,,Chinanu,Onuaku,Chinanu Onuaku,C,81.0,6' 9'',82.0,6' 10'',245.2,86.75,7' 2.75'',108.5,9' 0.5'',8.55,9.0,8.0,2016-17
43,16045,,Marcus,Paige,Marcus Paige,PG,72.5,6' 0.5'',73.75,6' 1.75'',163.8,78.25,6' 6.25'',97.0,8' 1'',4.3,7.75,8.75,2016-17
44,16046,,Gary,Payton II,Gary Payton II,PG,74.0,6' 2'',75.0,6' 3'',183.8,80.0,6' 8'',99.5,8' 3.5'',3.95,8.75,9.5,2016-17
45,16047,,Jakob,Poeltl,Jakob Poeltl,C,84.25,7' 0.25'',85.0,7' 1'',239,86.75,7' 2.75'',111.5,9' 3.5'',5.8,9.25,10.25,2016-17
46,16048,,Taurean,Prince,Taurean Prince,SF,78.5,6' 6.5'',79.75,6' 7.75'',220.2,83.5,6' 11.5'',102.0,8' 6'',6.45,9.0,8.5,2016-17
47,16049,,Zhou,Qi,Zhou Qi,PF-C,85.25,7' 1.25'',86.25,7' 2.25'',218.2,91.75,7' 7.75'',112.5,9' 4.5'',4.85,9.25,9.5,2016-17
48,16050,,Malachi,Richardson,Malachi Richardson,SG-SF,76.75,6' 4.75'',78.25,6' 6.25'',199.6,84.0,7' 0'',101.5,8' 5.5'',7.0,8.75,10.0,2016-17
49,16051,,Wayne,Selden,Wayne Selden,SG,76.25,6' 4.25'',77.75,6' 5.75'',232.4,82.5,6' 10.5'',101.0,8' 5'',7.3,9.0,9.25,2016-17
50,16052,,Pascal,Siakam,Pascal Siakam,PF,80.25,6' 8.25'',81.5,6' 9.5'',226.6,87.25,7' 3.25'',107.5,8' 11.5'',5.2,9.25,10.0,2016-17
51,16053,,Diamond,Stone,Diamond Stone,C,81.0,6' 9'',82.25,6' 10.25'',254.4,86.75,7' 2.75'',108.5,9' 0.5'',12.85,8.5,7.75,2016-17
52,16054,,Caleb,Swanigan,Caleb Swanigan,PF,79.5,6' 7.5'',80.5,6' 8.5'',246.6,87.5,7' 3.5'',107.0,8' 11'',12.55,9.0,10.25,2016-17
53,16055,,Melo,Trimble,Melo Trimble,PG,73.25,6' 1.25'',74.5,6' 2.5'',191.8,74.0,6' 2'',92.5,7' 8.5'',8.35,8.0,8.75,2016-17
54,16056,,Tyler,Ulis,Tyler Ulis,PG,68.75,5' 8.75'',70.0,5' 10'',149.2,74.0,6' 2'',88.5,7' 4.5'',5.2,7.5,7.5,2016-17
55,16057,,Jarrod,Uthoff,Jarrod Uthoff,PF,80.5,6' 8.5'',81.75,6' 9.75'',214.4,83.5,6' 11.5'',104.0,8' 8'',6.0,8.75,9.0,2016-17
56,16058,,Denzel,Valentine,Denzel Valentine,SG-SF,76.0,6' 4'',77.75,6' 5.75'',210.4,82.75,6' 10.75'',102.0,8' 6'',9.2,8.5,9.75,2016-17
57,16059,,Isaiah,Whitehead,Isaiah Whitehead,PG-SG,75.25,6' 3.25'',76.5,6' 4.5'',210,80.75,6' 8.75'',100.0,8' 4'',9.25,8.5,8.75,2016-17
58,16060,,Troy,Williams,Troy Williams,SF,77.75,6' 5.75'',78.75,6' 6.75'',217.8,80.25,6' 8.25'',102.0,8' 6'',10.0,8.25,9.25,2016-17
59,16061,,Kyle,Wiltjer,Kyle Wiltjer,PF,80.75,6' 8.75'',82.0,6' 10'',242.8,84.25,7' 0.25'',102.5,8' 6.5'',15.25,8.25,9.5,2016-17
60,16062,,Stephen,Zimmerman,Stephen Zimmerman,C,82.25,6' 10.25'',83.75,6' 11.75'',234,87.25,7' 3.25'',108.5,9' 0.5'',11.15,9.0,9.0,2016-17
0,17000,,Edrice,Adebayo,Edrice Adebayo,PF-C,80.75,6' 8.75'',75.75,6' 9.75'',242.6,86.75,7' 2.75'',108.0,9' 0'',5.2,9.5,8.75,2017-18
1,17001,,Rawle,Alkins,Rawle Alkins,SG-SF,74.5,6' 2.5'',75.75,6' 3.75'',222.6,80.75,6' 8.75'',99.0,8' 3'',11.0,8.75,10.0,2017-18
2,17002,,Jarrett,Allen,Jarrett Allen,C,81.0,6' 9'',82.25,6' 10.25'',233.6,89.25,7' 5.25'',109.5,9' 1.5'',7.4,9.5,10.5,2017-18
3,17003,,Kadeem,Allen,Kadeem Allen,PG,73.0,6' 1'',74.25,6' 2.25'',192.4,81.25,6' 9.25'',99.5,8' 3.5'',6.4,8.5,8.75,2017-18
4,17004,,Ike,Anigbogu,Ike Anigbogu,C,80.5,6' 8.5'',81.75,6' 9.75'',252.2,90.25,7' 6.25'',110.5,9' 2.5'',5.4,9.5,10.0,2017-18
5,17005,,OG,Anunoby,OG Anunoby,SF,78.25,6' 6.25'',79.75,6' 7.75'',232.4,86.25,7' 2.25'',107.5,8' 11.5'',6.8,9.25,9.5,2017-18
6,17006,,Jamel,Artis,Jamel Artis,SG-SF,77.5,6' 5.5'',78.75,6' 6.75'',213.2,82.0,6' 10'',105.0,8' 9'',11.9,9.25,9.75,2017-18
7,17007,,Dwayne,Bacon,Dwayne Bacon,SG-SF,76.75,6' 4.75'',78.25,6' 6.25'',221.6,82.0,6' 10'',103.5,8' 7.5'',7.9,8.75,10.0,2017-18
8,17008,,V.J.,Beachem,V.J. Beachem,SG-SF,78.25,6' 6.25'',80.0,6' 8'',193.4,82.25,6' 10.25'',104.5,8' 8.5'',6.8,8.5,9.0,2017-18
9,17009,,Jordan,Bell,Jordan Bell,PF,79.0,6' 7'',80.5,6' 8.5'',223.6,83.75,6' 11.75'',104.5,8' 8.5'',5.4,9.25,9.5,2017-18
10,17010,,Jaron ,Blossomgame,Jaron  Blossomgame,SF,77.75,6' 5.75'',78.75,6' 6.75'',218.6,82.0,6' 10'',104.5,8' 8.5'',5.7,8.75,10.25,2017-18
11,17011,,Chris,Boucher,Chris Boucher,PF,80.0,6' 8'',81.5,6' 9.5'',182.2,88.0,7' 4'',110.5,9' 2.5'',5.4,9.25,10.5,2017-18
12,17012,,Tony,Bradley,Tony Bradley,C,81.25,6' 9.25'',82.75,6' 10.75'',248.8,89.0,7' 5'',112.5,9' 4.5'',12.0,9.5,9.5,2017-18
13,17013,,Isaiah,Briscoe,Isaiah Briscoe,PG,73.25,6' 1.25'',74.75,6' 2.75'',222.4,81.0,6' 9'',99.5,8' 3.5'',11.0,9.0,9.25,2017-18
14,17014,,Dillon,Brooks,Dillon Brooks,SG-SF,77.0,6' 5'',78.0,6' 6'',220.2,78.0,6' 6'',100.5,8' 4.5'',7.5,8.25,9.25,2017-18
15,17015,,Thomas,Bryant,Thomas Bryant,PF-C,81.5,6' 9.5'',82.75,6' 10.75'',247.8,90.0,7' 6'',112.5,9' 4.5'',9.4,9.5,10.25,2017-18
16,17017,,Zach,Collins,Zach Collins,PF-C,82.25,6' 10.25'',84.0,7' 0'',232.2,85.0,7' 1'',111.0,9' 3'',8.9,8.75,9.25,2017-18
17,17016,,John,Collins,John Collins,PF,80.25,6' 8.25'',81.5,6' 9.5'',225.2,83.25,6' 11.25'',106.5,8' 10.5'',5.4,9.0,10.0,2017-18
18,17018,,Hamidou,Diallo,Hamidou Diallo,SG-SF,75.75,6' 3.75'',77.0,6' 5'',197.4,83.25,6' 11.25'',101.5,8' 5.5'',5.2,8.5,9.5,2017-18
19,17019,,Tyler,Dorsey,Tyler Dorsey,SG,75.0,6' 3'',76.5,6' 4.5'',182.6,77.25,6' 5.25'',99.5,8' 3.5'',4.7,8.5,9.25,2017-18
20,17020,,Damyean,Dotson,Damyean Dotson,SG-SF,76.5,6' 4.5'',77.5,6' 5.5'',205.2,81.0,6' 9'',100.0,8' 4'',5.3,8.5,9.25,2017-18
21,17021,,PJ,Dozier,PJ Dozier,SG,77.25,6' 5.25'',78.75,6' 6.75'',200.6,83.0,6' 11'',101.0,8' 5'',6.1,8.5,9.5,2017-18
22,17022,,Jawun,Evans,Jawun Evans,PG,70.75,5' 10.75'',71.5,5' 11.5'',185.2,77.5,6' 5.5'',95.0,7' 11'',9.1,8.0,7.75,2017-18
23,17023,,Terrance,Ferguson,Terrance Ferguson,SG-SF,77.5,6' 5.5'',79.0,6' 7'',184.4,80.75,6' 8.75'',103.0,8' 7'',5.8,8.5,10.0,2017-18
24,17024,,De?Aaron,Fox,De?Aaron Fox,PG,74.0,6' 2'',75.25,6' 3.25'',169.6,78.5,6' 6.5'',100.0,8' 4'',4.5,8.5,8.5,2017-18
25,17025,,Markelle,Fultz,Markelle Fultz,PG,,,,,,,,,,,,,2017-18
26,17026,,Harry,Giles,Harry Giles,PF,81.25,6' 9.25'',82.5,6' 10.5'',232,87.25,7' 3.25'',109.5,9' 1.5'',5.2,9.5,10.75,2017-18
27,17027,,Josh,Hart,Josh Hart,SG-SF,75.75,6' 3.75'',77.0,6' 5'',209.2,80.25,6' 8.25'',101.0,8' 5'',5.8,8.5,9.5,2017-18
28,17028,,Nigel,Hayes,Nigel Hayes,PF,78.25,6' 6.25'',79.5,6' 7.5'',254.2,87.25,7' 3.25'',104.5,8' 8.5'',11.5,8.75,10.0,2017-18
29,17029,,Isaiah,Hicks,Isaiah Hicks,PF,79.25,6' 7.25'',80.5,6' 8.5'',233.4,84.5,7' 0.5'',105.0,8' 9'',7.7,8.75,9.75,2017-18
30,17030,,Wesley,Iwundu,Wesley Iwundu,SG-SF,77.5,6' 5.5'',78.75,6' 6.75'',193.4,85.0,7' 1'',105.5,8' 9.5'',4.0,8.75,9.5,2017-18
31,17031,,Frank,Jackson,Frank Jackson,PG,74.0,6' 2'',75.5,6' 3.5'',201.6,79.5,6' 7.5'',98.0,8' 2'',6.7,8.25,9.0,2017-18
32,17033,,Justin,Jackson (UMD),Justin Jackson (UMD),SF,77.75,6' 5.75'',79.0,6' 7'',219.4,87.25,7' 3.25'',107.0,8' 11'',7.1,9.0,9.5,2017-18
33,17032,,Justin,Jackson (UNC),Justin Jackson (UNC),SF,79.0,6' 7'',80.25,6' 8.25'',200.8,83.0,6' 11'',104.5,8' 8.5'',8.1,8.75,9.25,2017-18
34,17034,,Jonathan,Jeanne,Jonathan Jeanne,PF-C,84.75,7' 0.75'',86.0,7' 2'',207.4,90.5,7' 6.5'',113.5,9' 5.5'',8.7,9.5,10.0,2017-18
35,17035,,Peter,Jok,Peter Jok,SG-SF,76.25,6' 4.25'',77.75,6' 5.75'',202.4,80.0,6' 8'',102.0,8' 6'',11.0,8.25,9.5,2017-18
36,17036,,Andrew,Jones,Andrew Jones,SG,75.0,6' 3'',76.25,6' 4.25'',185,78.5,6' 6.5'',99.5,8' 3.5'',4.9,8.5,9.0,2017-18
37,17037,,Luke,Kennard,Luke Kennard,SG-SF,76.5,6' 4.5'',77.5,6' 5.5'',196.2,77.25,6' 5.25'',98.5,8' 2.5'',6.6,8.0,8.75,2017-18
38,17038,,Kyle,Kuzma,Kyle Kuzma,SF-SG,80.0,6' 8'',81.5,6' 9.5'',222.6,84.25,7' 0.25'',107.5,8' 11.5'',9.4,8.5,9.5,2017-18
39,17039,,TJ,Leaf,TJ Leaf,PF,80.75,6' 8.75'',81.75,6' 9.75'',222.2,83.0,6' 11'',107.0,8' 11'',6.8,8.5,9.5,2017-18
40,17040,,Tyler,Lydon,Tyler Lydon,PF,80.25,6' 8.25'',81.5,6' 9.5'',215,84.0,7' 0'',107.5,8' 11.5'',13.6,8.75,8.75,2017-18
41,17041,,Frank,Mason III,Frank Mason III,PG,71.0,5' 11'',72.0,6' 0'',188.8,75.25,6' 3.25'',94.0,7' 10'',4.3,8.0,9.25,2017-18
42,17042,,Kennedy,Meeks,Kennedy Meeks,C,80.75,6' 8.75'',82.25,6' 10.25'',276.6,85.0,7' 1'',106.0,8' 10'',11.5,8.75,8.75,2017-18
