,season,school_name,conf_abbr,g,gs,mp,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,pprod,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,id,cbb_id
250,1984-85,Duke,ACC,31,31,1117,.545,,,.365,,7.9,24.8,,0.3,14.4,,dawkijo01,johnny-dawkins-1
251,1985-86,Duke,ACC,40,40,1324,.587,,,.300,,6.5,18.4,,0.3,13.4,27.4,dawkijo01,johnny-dawkins-1
252,1979-80,UCLA,Pac-10,32,,497,.579,,,.738,,,,,,29.8,,dayeda01,darren-daye-1
253,1980-81,UCLA,Pac-10,27,16,717,.604,,,.413,,,,,,15.1,,dayeda01,darren-daye-1
254,1981-82,UCLA,Pac-10,26,1,606,.574,,,.607,,,,,,16.3,,dayeda01,darren-daye-1
255,1982-83,UCLA,Pac-10,29,29,979,.562,,,.357,,,,,,13.8,,dayeda01,darren-daye-1
256,1977-78,Duke,ACC,34,,988,.570,,,.299,,,,,,22.5,,dennake01,kenny-dennard-1
257,1978-79,Duke,ACC,29,,,.492,,,.274,,,,,,,,dennake01,kenny-dennard-1
258,1979-80,Duke,ACC,24,,721,.559,,,.355,,,,,,19.6,,dennake01,kenny-dennard-1
259,1980-81,Duke,ACC,30,,993,.486,,,.269,,13.7,12.0,,0.7,17.0,,dennake01,kenny-dennard-1
260,1976-77,Florida State,Metro,25,,341,.525,,,.555,,,,,,,,dillami01,mickey-dillard-1
261,1977-78,Florida State,Metro,29,,661,.588,,,.422,,,,,,,,dillami01,mickey-dillard-1
262,1978-79,Florida State,Metro,2,,66,.595,,,.615,,,,,,,,dillami01,mickey-dillard-1
263,1979-80,Florida State,Metro,31,,1090,.576,,,.430,,,,,,,,dillami01,mickey-dillard-1
264,1980-81,Florida State,Metro,28,,985,.557,,,.511,,,,,,,,dillami01,mickey-dillard-1
265,1982-83,Illinois,Big Ten,32,27,1016,.503,.461,.016,.346,,,,,,22.5,,douglbr01,bruce-douglas-1
266,1983-84,Illinois,Big Ten,31,30,1113,.513,,,.323,,,,,,17.6,,douglbr01,bruce-douglas-1
267,1984-85,Illinois,Big Ten,35,31,1174,.416,,,.186,,,,,,24.3,,douglbr01,bruce-douglas-1
268,1985-86,Illinois,Big Ten,32,29,1070,.512,,,.242,,,,,,16.6,,douglbr01,bruce-douglas-1
269,1981-82,Wichita State,MVC,29,10,534,.599,,,.616,,,,,,22.9,,dreilgr01,greg-dreiling-1
270,1982-83,Kansas,Big 8,,,,,,,,,,,,,,,dreilgr01,greg-dreiling-1
271,1983-84,Kansas,Big 8,32,30,742,.571,,,.408,,,,,,18.1,,dreilgr01,greg-dreiling-1
272,1984-85,Kansas,Big 8,34,34,987,.611,,,.463,,,,,,17.8,,dreilgr01,greg-dreiling-1
273,1985-86,Kansas,Big 8,39,39,1031,.625,,,.427,,,,,,16.1,,dreilgr01,greg-dreiling-1
274,1980-81,Houston,SWC,30,30,992,.518,,,.281,,,,,,14.2,,drexlcl01,clyde-drexler-1
275,1981-82,Houston,SWC,32,31,1077,.579,,,.331,,,,,,18.3,,drexlcl01,clyde-drexler-1
276,1982-83,Houston,SWC,34,,1186,.559,,,.216,,,,,,15.8,,drexlcl01,clyde-drexler-1
277,1982-83,Eastern Illinois,Mid-Cont,30,29,669,.560,,,.448,,,,,,21.4,,duckwke01,kevin-duckworth-1
278,1983-84,Eastern Illinois,Mid-Cont,28,25,642,.617,,,.403,,,,,,15.1,,duckwke01,kevin-duckworth-1
279,1984-85,Eastern Illinois,Mid-Cont,28,29,733,.543,,,.384,,,,,,13.6,,duckwke01,kevin-duckworth-1
280,1985-86,Eastern Illinois,Mid-Cont,32,32,1023,.659,,,.414,,,,,,12.4,,duckwke01,kevin-duckworth-1
281,1981-82,McNeese State,Southland,29,,,.488,,,.345,,,,,,14.8,,dumarjo01,joe-dumars-1
282,1982-83,McNeese State,Southland,29,,,.490,.440,.016,.405,,,,,,11.8,,dumarjo01,joe-dumars-1
283,1983-84,McNeese State,Southland,31,,,.553,,,.553,,,,,,10.1,,dumarjo01,joe-dumars-1
284,1984-85,McNeese State,Southland,27,,,.568,,,.471,,,,,,11.3,,dumarjo01,joe-dumars-1
285,1978-79,BYU,WAC,28,,795,.576,,,.464,,,,,,18.9,,durrade01,devin-durrant-1
286,1979-80,BYU,WAC,29,,836,.592,,,.491,,,,,,18.7,,durrade01,devin-durrant-1
287,1982-83,BYU,WAC,29,,1094,.571,,,.572,,,,,,14.6,,durrade01,devin-durrant-1
288,1983-84,BYU,WAC,31,,1225,.629,,,.565,,,,,,11.6,,durrade01,devin-durrant-1
289,1979-80,Long Beach State,PCAA,31,,699,.622,,,.377,,,,,,,,dykemcr01,craig-dykema-1
290,1980-81,Long Beach State,PCAA,28,,963,.548,,,.378,,,,,,,,dykemcr01,craig-dykema-1
291,1980-81,UCLA,Pac-10,19,0,155,.433,,,.459,,,,,,22.4,,eatonma01,mark-eaton-1
292,1981-82,UCLA,Pac-10,11,0,41,.487,,,.417,,,,,,,,eatonma01,mark-eaton-1
293,1978-79,Louisville,Metro,32,,472,.564,,,.906,,,,,,28.2,,eavesje01,jerry-eaves-1
294,1979-80,Louisville,Metro,34,,878,.558,,,.654,,,,,,,,eavesje01,jerry-eaves-1
295,1980-81,Louisville,Metro,30,,915,.550,,,.468,,,,,,16.5,,eavesje01,jerry-eaves-1
296,1981-82,Louisville,Metro,33,33,1018,.550,,,.370,,,,,,19.4,,eavesje01,jerry-eaves-1
297,1981-82,Virginia,ACC,34,0,446,.660,,,.818,,,,,,25.9,,edelike01,kenton-edelin-1
298,1982-83,Virginia,ACC,34,1,503,.444,,,.807,,,,,,26.2,,edelike01,kenton-edelin-1
299,1983-84,Virginia,ACC,29,13,761,.655,,,.513,,,,,,28.1,,edelike01,kenton-edelin-1
300,1978-79,Purdue,Big Ten,34,0,267,.408,,,.265,,,,,,,,edmonke01,keith-edmonson-1
301,1979-80,Purdue,Big Ten,33,33,1046,.564,,,.378,,,,,,,,edmonke01,keith-edmonson-1
302,1980-81,Purdue,Big Ten,32,31,1102,.565,,,.326,,,,,,,,edmonke01,keith-edmonson-1
303,1981-82,Purdue,Big Ten,32,32,1160,.589,,,.393,,,,,,,,edmonke01,keith-edmonson-1
304,1977-78,Cleveland State,Ind,25,,,.493,,,.293,,,,,,,,edwarfr01,franklin-edwards-1
305,1978-79,Cleveland State,Ind,25,,,.523,,,.231,,,,,,,,edwarfr01,franklin-edwards-1
306,1979-80,Cleveland State,Ind,25,,,.570,,,.315,,,,,,,,edwarfr01,franklin-edwards-1
307,1980-81,Cleveland State,Ind,27,,,.577,,,.302,,,,,,,,edwarfr01,franklin-edwards-1
308,1981-82,Washington State,Pac-10,30,,592,.510,,,.546,,,,,,28.9,,ehlocr01,craig-ehlo-1
309,1982-83,Washington State,Pac-10,30,28,911,.567,,,.411,,,,,,25.1,,ehlocr01,craig-ehlo-1
310,1979-80,Tennessee,SEC,27,6,573,.480,,,.220,,,,,,14.5,,ellisda01,dale-ellis-1
311,1980-81,Tennessee,SEC,29,28,1057,.621,,,.308,,,,,,11.6,,ellisda01,dale-ellis-1
312,1981-82,Tennessee,SEC,30,30,1134,.683,,,.387,,,,,,16.2,,ellisda01,dale-ellis-1
313,1982-83,Tennessee,SEC,32,32,1179,.636,,,.476,,,,,,11.5,,ellisda01,dale-ellis-1
314,1977-78,Minnesota,Big Ten,8,,,.382,,,.100,,,,,,,,englech01,chris-engler-1
315,1978-79,Minnesota,Big Ten,8,,,.250,,,.000,,,,,,,,englech01,chris-engler-1
316,1980-81,Wyoming,WAC,30,,649,.536,,,.263,,,,,,,,englech01,chris-engler-1
317,1981-82,Wyoming,WAC,30,,877,.602,,,.307,,,,,,9.2,,englech01,chris-engler-1
318,1981-82,Georgetown,Big East,37,36,1064,.635,,,.576,,,,,,16.9,,ewingpa01,patrick-ewing-1
319,1982-83,Georgetown,Big East,32,32,1024,.591,,,.602,,,,,,14.5,,ewingpa01,patrick-ewing-1
320,1983-84,Georgetown,Big East,37,33,1179,.664,,,.514,,,,,,16.3,,ewingpa01,patrick-ewing-1
321,1984-85,Georgetown,Big East,37,,1132,.633,,,.455,,,,,,15.9,,ewingpa01,patrick-ewing-1
322,1982-83,UTEP,WAC,29,,641,.549,,,.466,,,,,,18.2,,feitlda01,dave-feitl-1
323,1983-84,UTEP,WAC,31,,575,.501,,,.341,,,,,,13.2,,feitlda01,dave-feitl-1
324,1984-85,UTEP,WAC,32,,911,.571,,,.511,,,,,,11.9,,feitlda01,dave-feitl-1
325,1985-86,UTEP,WAC,33,,1017,.550,,,.442,,,,,,12.8,,feitlda01,dave-feitl-1
326,1980-81,UCLA,Pac-10,25,12,588,.598,,,.303,,,,,,14.2,,fieldke01,kenny-fields-1
