,season,age,team_id,lg_id,pos,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,fg3_per_poss,fg3a_per_poss,fg3_pct,fg2_per_poss,fg2a_per_poss,fg2_pct,ft_per_poss,fta_per_poss,ft_pct,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg,id
20058,2015-16,25,LAC,NBA,SG,23,0,167,7.8,19.8,.394,2.7,6.9,.391,5.1,12.9,.395,2.7,3.6,.750,0.3,3.3,3.6,3.0,3.0,0.6,0.6,4.5,21.0,,103,104,wilcocj01
20059,2016-17,26,ORL,NBA,SG,22,0,108,3.7,14.2,.258,1.4,6.9,.200,2.3,7.3,.313,0.9,0.9,1.000,1.8,3.7,5.5,5.5,0.9,0.5,2.8,3.7,9.6,,77,114,wilcocj01
20060,2002-03,20,LAC,NBA,PF,46,3,479,8.0,15.4,.521,0.0,0.0,,8.0,15.4,.521,2.7,5.5,.500,3.5,7.9,11.4,2.3,0.8,1.3,2.9,7.1,18.8,,102,107,wilcoch01
20061,2003-04,21,LAC,NBA,C,65,17,1340,8.9,17.2,.521,0.0,0.0,.000,8.9,17.1,.522,4.1,5.9,.700,4.9,7.1,12.0,2.0,1.1,0.8,3.2,7.2,22.0,,109,109,wilcoch01
20062,2004-05,22,LAC,NBA,C,54,25,1005,9.1,17.6,.514,0.0,0.0,,9.1,17.6,.514,4.7,7.7,.611,3.4,8.8,12.2,2.0,1.4,1.3,4.1,6.9,22.8,,99,105,wilcoch01
20063,2005-06,23,TOT,NBA,C-PF,77,24,1529,8.8,15.4,.571,0.0,0.1,.000,8.8,15.3,.574,3.8,5.2,.732,4.0,10.0,14.0,1.8,1.1,1.2,2.5,6.3,21.4,,117,108,wilcoch01
20064,2005-06,23,LAC,NBA,C,48,1,657,7.2,13.4,.536,0.0,0.2,.000,7.2,13.2,.542,3.0,4.7,.644,3.7,10.1,13.8,1.4,1.2,1.7,2.5,8.2,17.4,,107,102,wilcoch01
20065,2005-06,23,SEA,NBA,PF,29,23,872,10.0,16.9,.592,0.0,0.0,,10.0,16.9,.592,4.4,5.6,.787,4.3,9.9,14.2,2.0,1.1,0.8,2.4,4.8,24.5,,124,113,wilcoch01
20066,2006-07,24,SEA,NBA,PF,82,81,2586,8.8,16.6,.529,0.0,0.1,.000,8.8,16.4,.533,4.9,7.1,.684,3.6,9.1,12.7,1.7,1.4,0.8,2.6,5.0,22.4,,112,109,wilcoch01
20067,2007-08,25,SEA,NBA,PF,62,55,1739,9.6,18.3,.524,0.0,0.1,.000,9.6,18.2,.526,4.6,7.1,.645,3.6,8.8,12.4,2.1,1.3,1.0,3.0,5.0,23.7,,107,108,wilcoch01
20068,2008-09,26,TOT,NBA,C,62,6,1049,8.9,17.9,.497,0.0,0.2,.000,8.9,17.7,.503,3.8,6.8,.564,4.6,8.8,13.4,2.3,1.3,0.8,3.6,6.6,21.6,,100,109,wilcoch01
20069,2008-09,26,OKC,NBA,C,37,6,719,9.3,19.1,.485,0.0,0.2,.000,9.3,18.9,.491,3.7,6.2,.598,4.6,9.3,13.9,2.4,1.3,0.8,3.9,6.3,22.3,,98,109,wilcoch01
20070,2008-09,26,NYK,NBA,C,25,0,330,8.1,15.3,.529,0.0,0.2,.000,8.1,15.2,.535,4.1,8.0,.509,4.7,7.7,12.3,2.1,1.2,0.8,3.0,7.2,20.3,,105,110,wilcoch01
20071,2009-10,27,DET,NBA,PF,34,10,441,7.7,14.8,.525,0.0,0.0,,7.7,14.8,.525,3.2,6.4,.500,5.4,9.0,14.4,1.6,1.6,1.5,4.7,7.9,18.7,,96,109,wilcoch01
20072,2010-11,28,DET,NBA,PF,57,29,995,10.1,17.4,.581,0.0,0.1,.000,10.1,17.4,.583,2.7,4.8,.562,5.1,9.5,14.7,2.3,1.6,0.9,2.3,7.8,22.9,,116,110,wilcoch01
20073,2011-12,29,BOS,NBA,C,28,4,481,7.1,11.8,.598,0.0,0.0,,7.1,11.8,.598,2.7,4.3,.615,4.2,9.3,13.5,1.3,1.2,1.0,3.3,7.1,16.8,,105,98,wilcoch01
20074,2012-13,30,BOS,NBA,C,61,7,830,6.9,9.6,.719,0.0,0.1,.000,6.9,9.6,.724,2.5,3.7,.672,3.5,7.9,11.3,1.4,2.0,1.8,2.1,7.9,16.3,,127,101,wilcoch01
20075,2017-18,23,BRK,NBA,PF,5,0,33,1.5,5.9,.250,1.5,2.9,.500,0.0,2.9,.000,1.5,2.9,.500,2.9,13.2,16.2,2.9,1.5,0.0,0.0,5.9,5.9,,119,108,wileyja01
20076,1980-81,23,SAS,NBA,PF,33,,271,13.1,23.8,.551,0.0,0.3,.000,13.1,23.4,.559,6.2,8.3,.750,3.8,7.2,11.0,1.9,1.4,1.0,4.8,6.5,32.4,,110,106,wileymi01
20077,1981-82,24,SDC,NBA,PF,61,1,1013,9.5,16.8,.565,0.0,0.2,.000,9.5,16.5,.573,4.6,6.6,.695,3.1,5.4,8.5,2.4,1.9,0.7,3.3,5.9,23.6,,113,113,wileymi01
20078,1988-89,22,DAL,NBA,PG,51,1,408,5.6,14.0,.404,0.7,2.9,.250,4.9,11.0,.444,1.6,2.0,.813,1.6,4.2,5.8,9.3,3.1,0.7,4.2,7.5,13.6,,94,107,wileymo01
20079,1989-90,23,ORL,NBA,PG,40,2,638,6.6,15.0,.442,1.2,3.3,.370,5.4,11.7,.463,2.0,2.7,.737,0.9,2.8,3.8,8.2,3.3,0.2,4.6,4.7,16.5,,97,113,wileymo01
20080,1990-91,24,ORL,NBA,PG,34,0,350,6.2,14.9,.417,0.8,1.7,.500,5.4,13.2,.406,2.3,3.4,.680,0.6,1.8,2.3,10.1,3.3,0.0,4.7,5.1,15.6,,95,110,wileymo01
20081,1991-92,25,TOT,NBA,PG,53,19,870,4.7,10.9,.430,0.8,2.4,.333,3.9,8.5,.457,1.4,2.0,.686,1.4,3.2,4.6,10.2,2.7,0.2,3.4,5.0,11.5,,103,110,wileymo01
20082,1991-92,25,ORL,NBA,PG,9,0,90,4.9,15.2,.321,0.0,2.2,.000,4.9,13.1,.375,1.6,2.7,.600,1.1,2.7,3.8,7.1,2.2,0.0,4.4,7.1,11.4,,75,112,wileymo01
20083,1991-92,25,SAS,NBA,PG,3,0,13,11.5,19.2,.600,0.0,0.0,,11.5,19.2,.600,0.0,0.0,,0.0,3.8,3.8,3.8,0.0,0.0,0.0,11.5,23.0,,131,111,wileymo01
20084,1991-92,25,ATL,NBA,PG,41,19,767,4.5,10.2,.444,0.9,2.4,.368,3.6,7.8,.467,1.3,1.9,.700,1.4,3.3,4.7,10.6,2.8,0.2,3.3,4.7,11.3,,106,110,wileymo01
20085,1992-93,26,TOT,NBA,PG,58,15,995,4.7,12.4,.378,2.6,7.5,.351,2.1,4.9,.420,0.8,1.3,.654,1.4,3.0,4.4,8.8,3.2,0.1,3.9,6.2,12.8,,99,112,wileymo01
20086,1992-93,26,ATL,NBA,PG,25,2,354,3.6,11.3,.321,2.1,7.1,.294,1.5,4.2,.367,0.7,1.1,.625,1.3,3.6,4.9,11.3,3.6,0.3,4.0,6.8,10.0,,96,109,wileymo01
20087,1992-93,26,DAL,NBA,PG,33,13,641,5.3,13.0,.405,2.9,7.8,.379,2.3,5.3,.443,0.9,1.4,.667,1.5,2.7,4.2,7.5,2.9,0.1,3.8,5.9,14.4,,101,115,wileymo01
20088,1993-94,27,TOT,NBA,PG,16,0,158,2.9,9.3,.310,1.0,3.2,.300,1.9,6.1,.316,0.0,0.0,,0.0,3.2,3.2,7.4,4.8,0.0,5.5,6.8,6.8,,67,105,wileymo01
20089,1993-94,27,MIA,NBA,PG,4,0,34,4.5,12.0,.375,1.5,6.0,.250,3.0,6.0,.500,0.0,0.0,,0.0,6.0,6.0,10.5,3.0,0.0,9.0,6.0,10.5,,70,105,wileymo01
20090,1993-94,27,DAL,NBA,PG,12,0,124,2.5,8.6,.286,0.8,2.5,.333,1.6,6.1,.267,0.0,0.0,,0.0,2.5,2.5,6.6,5.3,0.0,4.5,7.0,5.7,,65,105,wileymo01
20091,1994-95,28,TOT,NBA,PG,43,2,424,6.0,14.0,.427,3.6,9.5,.380,2.4,4.6,.526,0.8,1.2,.700,0.7,4.4,5.2,9.0,2.6,0.2,2.8,5.3,16.4,,119,110,wileymo01
20092,1994-95,28,DAL,NBA,PG,38,2,407,5.9,13.8,.423,3.6,9.3,.387,2.2,4.5,.500,0.9,1.2,.700,0.7,4.1,4.9,8.6,2.6,0.1,2.4,5.5,16.2,,122,110,wileymo01
20093,1994-95,28,ATL,NBA,PG,5,0,17,9.4,18.9,.500,3.1,12.6,.250,6.3,6.3,1.000,0.0,0.0,,0.0,12.6,12.6,18.9,3.1,3.1,12.6,0.0,22.0,,91,97,wileymo01
20094,1976-77,22,SEA,NBA,SF,78,,1552,6.4,16.6,.386,,,,6.4,16.6,.386,2.4,3.5,.689,2.8,4.7,7.5,5.0,2.1,0.2,,3.9,15.2,,,100,wilkebo01
20095,1977-78,23,DEN,NBA,SF,81,,2780,6.1,14.9,.408,,,,6.1,14.9,.408,2.5,3.3,.748,1.6,6.0,7.5,7.0,2.0,0.3,4.7,4.4,14.7,,87,102,wilkebo01
20096,1978-79,24,DEN,NBA,SF,80,,2425,7.4,16.2,.456,,,,7.4,16.2,.456,2.2,3.2,.688,1.9,5.9,7.7,5.3,2.2,0.4,3.7,3.6,17.0,,96,103,wilkebo01
20097,1979-80,25,DEN,NBA,SF,75,,2381,8.3,20.0,.417,0.1,0.7,.206,8.2,19.3,.425,3.2,4.3,.748,1.6,4.5,6.1,4.7,1.8,0.5,3.7,3.8,20.0,,93,109,wilkebo01
20098,1980-81,26,CHI,NBA,SG,80,,2238,7.0,15.2,.462,0.0,0.2,.100,7.0,15.0,.467,2.9,3.5,.840,1.8,4.2,6.0,5.8,2.2,0.5,3.7,3.6,17.0,,102,107,wilkebo01
20099,1981-82,27,CLE,NBA,SF,65,38,1805,7.6,18.2,.418,0.1,0.5,.167,7.5,17.7,.425,3.9,5.0,.784,1.6,5.1,6.7,6.3,2.5,0.7,3.7,5.0,19.2,,96,110,wilkebo01
20100,1982-83,28,CLE,NBA,SF,77,11,1702,6.2,14.8,.417,0.0,0.1,.000,6.2,14.7,.420,2.7,3.6,.750,1.8,5.2,7.0,5.5,2.0,0.5,4.6,4.5,15.0,,87,107,wilkebo01
20101,1974-75,21,GSW,NBA,SF,82,,2515,8.9,20.1,.442,,,,8.9,20.1,.442,2.8,3.9,.734,3.6,8.3,11.9,3.2,1.9,0.4,,3.9,20.7,,,97,wilkeja01
20102,,22,GSW,NBA,SF,82,,2716,10.1,21.8,.463,,,,10.1,21.8,.463,3.7,4.8,.772,3.2,8.6,11.8,2.7,1.7,0.5,,3.6,23.9,,,94,wilkeja01
20103,1976-77,23,GSW,NBA,PF,76,,2579,9.5,19.8,.478,,,,9.5,19.8,.478,4.3,5.4,.797,2.7,7.3,10.0,3.6,2.2,0.3,,3.8,23.2,,,99,wilkeja01
20104,1977-78,24,LAL,NBA,SF,51,,1490,8.4,19.1,.440,,,,8.4,19.1,.440,3.2,4.5,.716,3.4,8.1,11.5,5.5,2.3,0.7,3.2,4.9,20.0,,99,99,wilkeja01
20105,1978-79,25,LAL,NBA,SF,82,,2915,9.7,19.3,.504,,,,9.7,19.3,.504,4.2,5.6,.751,2.6,6.9,9.5,3.5,2.1,0.4,3.5,4.3,23.7,,104,103,wilkeja01
20106,1979-80,26,LAL,NBA,SF,82,,3111,10.8,20.1,.535,0.0,0.3,.176,10.7,19.9,.539,2.8,3.5,.808,2.6,5.2,7.8,3.7,1.9,0.4,2.3,3.3,24.4,,115,105,wilkeja01
20107,,27,LAL,NBA,SF,81,,3028,12.1,23.1,.526,0.0,0.2,.077,12.1,22.9,.530,3.9,5.2,.758,2.3,4.5,6.7,3.6,1.9,0.4,3.2,3.4,28.2,,110,106,wilkeja01
20108,1981-82,28,LAL,NBA,SF,82,82,2906,11.9,22.7,.525,0.0,0.1,.000,11.9,22.6,.527,3.9,5.4,.732,2.5,3.8,6.3,2.3,1.4,0.4,2.6,3.8,27.8,,112,109,wilkeja01
20109,,29,LAL,NBA,SF,80,80,2552,12.4,23.4,.530,0.0,0.1,.000,12.4,23.3,.533,3.7,4.9,.757,2.6,3.6,6.2,3.3,1.2,0.3,2.7,4.0,28.5,,114,109,wilkeja01
20110,1983-84,30,LAL,NBA,SF,75,74,2507,10.0,19.5,.514,0.0,0.1,.250,10.0,19.3,.516,3.8,5.2,.743,2.4,3.9,6.3,4.0,1.3,0.8,2.5,3.8,23.9,,113,110,wilkeja01
20111,1984-85,31,LAL,NBA,SF,42,8,761,9.0,18.5,.488,0.0,0.1,.000,9.0,18.5,.490,3.1,4.0,.773,2.1,3.6,5.7,2.5,1.2,0.2,3.0,4.0,21.2,,103,111,wilkeja01
20112,1985-86,32,LAC,NBA,SF,13,1,195,6.2,15.6,.400,0.2,0.7,.333,6.0,14.9,.403,5.3,6.5,.815,3.1,3.8,7.0,3.6,1.7,0.5,3.8,4.6,18.0,,97,114,wilkeja01
20113,1980-81,22,CHI,NBA,SF,48,,540,7.5,16.3,.462,0.0,0.1,.000,7.5,16.2,.464,2.6,3.7,.690,3.2,5.3,8.5,2.6,2.2,1.1,3.0,7.6,17.6,,101,105,wilkeja02
20114,1981-82,23,CHI,NBA,SF,57,22,862,7.2,15.0,.481,0.0,0.1,.000,7.2,14.9,.483,3.3,4.5,.725,3.5,5.5,8.9,3.6,1.7,1.0,3.5,6.3,17.7,,102,108,wilkeja02
20115,1982-83,24,DET,NBA,SF,9,0,129,3.9,12.0,.324,0.0,0.4,.000,3.9,11.6,.333,4.2,5.3,.800,3.2,3.5,6.7,3.5,1.1,0.4,1.8,7.7,12.0,,99,109,wilkeja02
20116,2004-05,25,SEA,NBA,SF,29,7,520,7.7,17.6,.435,1.7,6.2,.271,6.0,11.4,.523,2.2,3.6,.618,3.0,3.9,6.9,2.7,2.3,1.1,1.7,5.8,19.2,,110,110,wilkida02
20117,2005-06,26,SEA,NBA,SF,82,12,1525,6.6,14.9,.444,0.5,1.9,.250,6.1,13.0,.472,4.7,5.6,.840,2.7,3.9,6.6,3.7,2.5,0.4,2.9,4.9,18.4,,108,114,wilkida02
20118,2006-07,27,SEA,NBA,SF,82,31,2037,6.7,15.4,.435,1.3,3.1,.410,5.4,12.3,.442,3.8,4.4,.882,2.2,3.6,5.9,4.0,2.4,0.4,3.0,4.0,18.6,,106,111,wilkida02
20119,2007-08,28,SEA,NBA,SF,76,31,1843,7.3,18.2,.403,1.4,4.2,.323,6.0,14.0,.427,2.9,3.9,.736,1.9,4.7,6.6,4.1,1.7,0.5,2.4,3.5,18.9,,98,111,wilkida02
20120,2008-09,29,OKC,NBA,SG,41,14,636,6.2,17.2,.362,2.2,5.8,.375,4.0,11.4,.355,3.0,3.7,.804,1.6,4.0,5.6,3.0,1.8,0.6,3.0,4.4,17.6,,94,111,wilkida02
20121,2009-10,30,MIN,NBA,SF,80,31,1585,5.2,12.0,.433,0.6,1.9,.295,4.6,10.1,.459,3.2,4.1,.798,2.3,5.6,7.8,4.3,2.1,0.8,2.4,4.5,14.2,,105,111,wilkida02
20122,2010-11,31,ATL,NBA,SF,52,0,676,5.5,10.9,.504,0.2,0.8,.200,5.3,10.1,.528,3.2,4.5,.714,1.8,5.3,7.2,3.3,2.1,0.7,1.7,5.7,14.3,,112,107,wilkida02
20123,2011-12,32,DET,NBA,SF,60,2,922,4.4,11.3,.394,0.4,1.3,.304,4.0,9.9,.406,2.0,3.2,.630,1.3,4.6,5.8,2.6,1.7,0.8,1.8,5.0,11.3,,93,108,wilkida02
20124,2012-13,33,PHI,NBA,SG,61,21,1095,7.0,15.2,.459,0.8,2.5,.333,6.2,12.8,.483,3.9,5.3,.743,1.5,3.5,5.1,4.4,1.8,0.9,2.4,4.7,18.7,,106,108,wilkida02
20125,2017-18,38,IND,NBA,SF,19,1,152,4.3,12.8,.333,1.3,5.9,.222,3.0,6.9,.429,1.0,1.3,.750,1.6,3.6,5.3,3.0,0.7,0.3,1.6,2.3,10.9,,89,113,wilkida02
20126,1982-83,23,ATL,NBA,SF,82,82,2697,10.8,21.9,.493,0.0,0.2,.182,10.8,21.8,.495,4.1,6.1,.682,4.1,4.5,8.6,2.3,1.5,1.1,3.2,3.8,25.8,,104,104,wilkido01
20127,1983-84,24,ATL,NBA,SF,81,81,2961,11.6,24.3,.479,0.0,0.2,.000,11.6,24.1,.482,6.5,8.4,.770,4.3,5.6,9.9,2.1,2.0,1.5,3.7,3.4,29.8,,106,106,wilkido01
20128,1984-85,25,ATL,NBA,SF,81,81,3023,13.6,30.1,.451,0.4,1.3,.309,13.2,28.8,.457,7.7,9.6,.806,3.6,5.3,8.9,3.2,2.1,0.9,3.6,2.7,35.3,,107,107,wilkido01
20129,,26,ATL,NBA,SF,78,78,3049,14.0,29.9,.468,0.2,1.1,.186,13.8,28.8,.479,9.1,11.1,.818,4.1,5.6,9.7,3.2,2.2,0.8,4.0,2.7,37.3,,111,105,wilkido01
20130,,27,ATL,NBA,SF,79,79,2969,13.7,29.6,.463,0.5,1.8,.292,13.2,27.9,.474,10.1,12.3,.818,3.5,4.7,8.2,4.3,1.9,0.8,3.6,2.5,38.1,,115,107,wilkido01
20131,,28,ATL,NBA,SF,78,76,2948,15.4,33.1,.464,0.6,2.2,.295,14.7,30.9,.476,9.1,11.1,.826,3.6,4.9,8.5,3.8,1.7,0.8,3.7,2.7,40.5,,111,109,wilkido01
20132,,29,ATL,NBA,SF,80,80,2997,13.3,28.6,.464,0.5,1.7,.276,12.8,26.9,.475,7.2,8.5,.844,4.2,4.8,9.0,3.4,1.9,0.8,2.9,2.2,34.2,,114,108,wilkido01
20133,,30,ATL,NBA,SF,80,79,2888,14.0,29.0,.484,1.0,3.2,.322,13.0,25.8,.504,8.0,9.9,.807,3.8,5.3,9.0,3.5,2.2,0.8,3.0,2.4,37.1,,118,112,wilkido01
20134,,31,ATL,NBA,SF,81,81,3078,12.2,25.9,.470,1.3,3.9,.341,10.8,22.0,.492,7.5,9.1,.829,4.1,7.4,11.6,4.2,1.9,1.0,3.2,2.5,33.2,,116,109,wilkido01
20135,,32,ATL,NBA,SF,42,42,1601,13.0,28.0,.464,1.1,3.9,.289,11.9,24.1,.492,9.0,10.8,.835,3.2,5.9,9.0,4.8,1.6,0.7,3.7,2.4,36.1,,113,110,wilkido01
20136,,33,ATL,NBA,SF,71,70,2647,13.8,29.4,.468,2.2,5.9,.380,11.5,23.6,.490,9.6,11.7,.828,3.5,5.5,9.0,4.2,1.3,0.5,3.4,2.2,39.4,,119,112,wilkido01
20137,,34,TOT,NBA,SF,74,74,2635,13.2,30.1,.440,1.6,5.6,.288,11.6,24.5,.474,8.4,9.9,.847,3.4,5.7,9.1,3.2,1.7,0.6,3.3,2.4,36.4,,110,106,wilkido01
20138,,34,ATL,NBA,SF,49,49,1687,13.0,30.1,.432,1.8,6.0,.308,11.1,24.1,.462,8.3,9.7,.854,3.6,5.6,9.2,3.4,1.9,0.7,3.6,2.6,36.1,,109,104,wilkido01
20139,,34,LAC,NBA,SF,25,25,948,13.6,30.1,.453,1.2,4.9,.247,12.4,25.2,.493,8.5,10.2,.835,3.2,5.7,8.9,2.8,1.5,0.4,2.6,2.0,37.0,,110,111,wilkido01
20140,1994-95,35,BOS,NBA,SF,77,64,2423,10.5,24.6,.424,2.4,6.1,.388,8.1,18.5,.436,5.6,7.2,.782,3.3,5.1,8.4,3.5,1.3,0.3,3.6,2.7,28.9,,107,113,wilkido01
20141,1996-97,37,SAS,NBA,SF,63,26,1945,11.2,26.9,.417,2.0,6.8,.293,9.2,20.2,.458,7.9,9.9,.803,4.8,6.6,11.4,3.4,1.1,0.9,3.8,2.8,32.4,,107,114,wilkido01
20142,1998-99,39,ORL,NBA,SF,27,2,252,10.7,28.3,.379,1.1,4.1,.263,9.6,24.2,.398,6.2,9.0,.690,6.4,8.8,15.2,3.4,0.9,0.2,4.9,4.1,28.7,,93,99,wilkido01
20143,1984-85,22,NYK,NBA,C,54,16,917,6.1,12.3,.498,0.0,0.1,.000,6.1,12.2,.502,3.5,6.4,.541,4.5,9.3,13.8,0.8,1.1,0.8,3.4,8.2,15.7,,97,108,wilkied01
20144,1986-87,24,NYK,NBA,PF,24,10,454,6.0,13.6,.441,0.0,0.1,.000,6.0,13.5,.444,2.9,6.2,.466,4.8,6.7,11.5,0.6,1.0,0.2,3.0,7.2,14.9,,91,112,wilkied01
20145,1988-89,26,NYK,NBA,C,71,2,584,9.0,19.3,.465,0.0,0.1,.000,9.0,19.2,.467,4.8,8.7,.550,5.7,6.0,11.7,0.6,0.8,1.3,4.4,8.7,22.8,,96,109,wilkied01
20146,1989-90,27,NYK,NBA,C,79,0,972,7.1,15.6,.455,0.0,0.1,.000,7.1,15.5,.458,4.5,7.4,.605,5.7,7.6,13.3,0.8,0.9,0.9,3.7,7.6,18.7,,98,109,wilkied01
20147,1990-91,28,NYK,NBA,C,68,1,668,8.6,19.3,.447,0.0,0.1,.000,8.6,19.2,.449,3.9,6.8,.567,5.2,8.4,13.6,1.1,1.3,0.5,3.8,6.9,21.1,,94,107,wilkied01
20148,1992-93,30,PHI,NBA,PF,26,0,192,14.0,24.6,.567,0.0,0.5,.000,14.0,24.1,.579,12.2,19.8,.615,3.6,6.6,10.2,0.5,1.8,0.3,4.3,8.6,40.1,,109,110,wilkied01
20149,1985-86,22,NYK,NBA,SG,81,53,2025,10.5,22.5,.468,0.2,0.6,.280,10.3,21.9,.473,3.2,5.7,.557,2.2,2.8,5.0,3.9,1.6,0.2,3.8,3.7,24.4,,95,108,wilkige01
20150,1986-87,23,NYK,NBA,SG,80,73,2758,11.2,23.0,.486,0.5,1.3,.351,10.7,21.7,.494,4.2,5.9,.701,2.1,3.1,5.2,6.3,1.6,0.3,3.8,2.9,27.0,,105,114,wilkige01
20151,1987-88,24,NYK,NBA,SG,81,78,2703,10.6,23.7,.446,0.7,2.3,.302,9.9,21.4,.462,3.4,4.4,.786,1.9,2.9,4.8,5.8,1.6,0.4,3.8,3.3,25.3,,102,110,wilkige01
20152,1988-89,25,NYK,NBA,SG,81,58,2414,8.8,19.5,.451,1.0,3.3,.297,7.8,16.3,.482,3.5,4.7,.756,1.8,2.8,4.6,5.2,2.2,0.4,3.2,3.2,22.1,,107,110,wilkige01
20153,1989-90,26,NYK,NBA,SG,82,80,2609,8.8,19.3,.457,0.7,2.3,.312,8.1,17.0,.477,3.9,4.9,.803,2.5,4.5,6.9,6.2,1.8,0.4,3.6,3.5,22.3,,106,110,wilkige01
20154,1990-91,27,NYK,NBA,SG,68,56,2164,8.9,18.8,.473,0.2,1.0,.209,8.7,17.8,.488,3.9,4.8,.820,1.8,3.0,4.8,6.4,1.9,0.5,3.8,4.2,21.9,,103,109,wilkige01
20155,1991-92,28,NYK,NBA,SG,82,82,2344,9.5,21.2,.447,0.8,2.4,.352,8.7,18.9,.459,2.6,3.5,.730,1.6,2.9,4.5,4.8,1.7,0.4,2.5,4.3,22.4,,104,107,wilkige01
20156,1992-93,29,CLE,NBA,SF,80,35,2079,8.8,19.4,.453,0.4,1.4,.276,8.4,18.0,.467,3.7,4.4,.840,1.8,3.4,5.2,4.5,1.9,0.4,2.3,3.8,21.7,,105,108,wilkige01
20157,1993-94,30,CLE,NBA,SG,82,82,2768,8.4,18.4,.457,1.6,4.0,.396,6.8,14.4,.474,3.7,4.7,.776,2.0,3.7,5.7,4.8,2.0,0.7,2.5,3.5,22.1,,111,107,wilkige01
20158,1995-96,32,VAN,NBA,SG,28,14,738,5.5,14.6,.376,1.0,4.6,.219,4.5,10.1,.447,1.4,1.6,.870,1.6,3.1,4.6,4.9,1.6,0.1,2.6,3.9,13.4,,91,112,wilkige01
20159,1996-97,33,ORL,NBA,SG,80,26,2202,8.0,18.7,.426,1.6,5.0,.325,6.3,13.7,.462,3.4,4.7,.716,1.5,2.8,4.3,4.3,1.3,0.3,3.0,3.6,20.9,,101,111,wilkige01
20160,1997-98,34,ORL,NBA,SG,72,16,1252,6.2,19.1,.325,1.3,4.8,.266,4.9,14.3,.345,3.0,4.3,.704,0.7,3.3,4.0,3.4,1.5,0.3,3.5,3.4,16.7,,82,108,wilkige01
20161,1998-99,35,ORL,NBA,SG,3,0,28,0.0,17.4,.000,0.0,0.0,,0.0,17.4,.000,3.9,3.9,1.000,0.0,1.9,1.9,1.9,0.0,0.0,5.8,5.8,3.9,,23,106,wilkige01
20162,1980-81,25,UTA,NBA,C,56,,1058,5.4,12.1,.450,0.0,0.0,,5.4,12.1,.450,1.3,1.9,.675,2.9,9.8,12.7,1.9,1.5,2.1,2.7,7.8,12.1,,91,106,wilkije01
20163,1981-82,26,UTA,NBA,C,82,62,2274,6.4,14.6,.437,0.0,0.1,.000,6.4,14.5,.439,2.8,3.6,.778,2.4,10.0,12.4,1.8,0.7,1.6,2.7,5.0,15.5,,96,110,wilkije01
20164,1982-83,27,UTA,NBA,C,81,34,2307,7.5,15.8,.477,0.0,0.1,.000,7.5,15.8,.478,3.0,3.9,.780,3.0,8.6,11.6,2.6,0.8,0.8,3.6,4.9,18.1,,97,105,wilkije01
20165,1983-84,28,UTA,NBA,C,81,1,1734,6.6,13.7,.479,0.0,0.1,.000,6.6,13.6,.482,3.5,4.8,.736,2.9,9.1,12.0,1.9,0.7,1.1,2.9,5.4,16.7,,102,107,wilkije01
20166,1984-85,29,UTA,NBA,C,79,0,1505,8.6,17.7,.490,0.0,0.0,.000,8.6,17.6,.491,1.9,2.4,.763,2.4,8.7,11.1,2.5,1.1,0.5,2.8,5.2,19.1,,99,103,wilkije01
20167,1985-86,30,TOT,NBA,C,75,4,1126,6.1,15.4,.393,0.0,0.0,,6.1,15.4,.393,2.4,3.8,.624,3.0,8.2,11.2,1.9,0.5,0.9,2.1,6.5,14.5,,91,108,wilkije01
20168,1985-86,30,UTA,NBA,C,48,0,604,7.4,18.5,.400,0.0,0.0,,7.4,18.5,.400,2.3,3.6,.638,3.1,8.1,11.2,2.2,0.2,0.8,2.5,6.6,17.1,,90,106,wilkije01
20169,1985-86,30,SAS,NBA,C,27,4,522,4.5,11.9,.381,0.0,0.0,,4.5,11.9,.381,2.5,4.1,.609,3.0,8.2,11.2,1.6,0.7,0.9,1.8,6.3,11.5,,93,109,wilkije01
20170,1984-85,24,TOT,NBA,SF-PF,12,0,45,4.2,16.8,.250,0.0,1.1,.000,4.2,15.8,.267,6.3,7.4,.857,1.1,3.2,4.2,2.1,0.0,0.0,4.2,10.5,14.7,,75,115,wilkida01
20171,1984-85,24,DET,NBA,PF,2,0,7,0.0,13.1,.000,0.0,0.0,,0.0,13.1,.000,0.0,0.0,,0.0,6.5,6.5,0.0,0.0,0.0,0.0,13.1,0.0,,0,110,wilkida01
20172,1984-85,24,LAC,NBA,SF,10,0,38,5.0,17.5,.286,0.0,1.3,.000,5.0,16.3,.308,7.5,8.8,.857,1.3,2.5,3.8,2.5,0.0,0.0,5.0,10.0,17.5,,81,116,wilkida01
20173,2002-03,23,TOT,NBA,PG-SG,46,7,688,3.8,11.3,.338,0.8,2.7,.286,3.1,8.6,.354,2.8,3.6,.787,1.5,3.9,5.4,7.0,2.1,0.3,2.1,5.3,11.2,,100,107,wilksmi01
20174,2002-03,23,ATL,NBA,SG,15,7,364,4.2,11.7,.358,0.9,2.5,.353,3.3,9.3,.359,3.0,4.2,.724,1.3,4.6,5.9,6.1,2.3,0.1,2.3,5.5,12.3,,99,107,wilksmi01
