,season,age,team_id,lg_id,pos,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,fg3_per_poss,fg3a_per_poss,fg3_pct,fg2_per_poss,fg2a_per_poss,fg2_pct,ft_per_poss,fta_per_poss,ft_pct,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg,id
19939,2001-02,25,WAS,NBA,C,71,69,1346,6.1,11.3,.538,0.0,0.0,,6.1,11.3,.538,3.4,6.2,.539,6.4,11.5,17.9,0.7,1.0,3.0,2.6,6.6,15.5,,109,102,whiteja01
19940,2002-03,26,WAS,NBA,C,16,8,230,5.9,12.5,.472,0.0,0.0,,5.9,12.5,.472,4.0,5.9,.680,8.8,8.5,17.3,0.5,0.2,2.8,2.1,7.8,15.9,,113,104,whiteja01
19941,2003-04,27,TOT,NBA,C,62,17,865,5.9,11.4,.521,0.0,0.0,,5.9,11.4,.521,3.8,7.5,.500,5.8,9.8,15.6,0.4,1.5,3.1,4.0,10.5,15.6,,96,102,whiteja01
19942,2003-04,27,WAS,NBA,C,1,0,4,0.0,13.0,.000,0.0,0.0,,0.0,13.0,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,,0,103,whiteja01
19943,2003-04,27,PHO,NBA,C,61,17,861,6.0,11.4,.524,0.0,0.0,,6.0,11.4,.524,3.8,7.6,.500,5.8,9.9,15.7,0.4,1.5,3.0,3.9,10.6,15.7,,97,102,whiteja01
19944,2004-05,28,CHA,NBA,C,17,0,135,5.4,11.9,.452,0.0,0.0,,5.4,11.9,.452,5.4,15.4,.350,4.2,8.9,13.1,0.4,0.8,4.6,4.2,11.9,16.2,,79,104,whiteja01
19945,2006-07,24,SAS,NBA,SG,6,2,137,7.0,16.0,.439,0.8,2.7,.286,6.2,13.3,.471,4.7,5.9,.800,1.2,6.6,7.8,2.0,1.2,0.4,2.0,2.7,19.5,,104,102,whiteja02
19946,2008-09,26,HOU,NBA,SF,4,0,11,14.5,24.2,.600,4.8,9.7,.500,9.7,14.5,.667,0.0,0.0,,0.0,0.0,0.0,4.8,4.8,4.8,14.5,9.7,33.9,,80,97,whiteja02
19947,2012-13,30,NYK,NBA,SF,57,16,435,6.1,14.3,.431,1.7,5.0,.341,4.4,9.2,.480,1.4,2.3,.579,0.6,5.3,5.9,3.6,1.6,0.5,2.1,5.4,15.4,,100,108,whiteja02
19948,,27,BOS,NBA,PG,82,,3238,8.7,19.5,.449,,,,8.7,19.5,.449,2.6,3.1,.837,1.3,3.4,4.7,6.0,1.4,0.3,,2.5,20.1,,,97,whitejo01
19949,,28,BOS,NBA,PG,82,,3220,9.2,20.2,.457,,,,9.2,20.2,.457,2.6,3.1,.834,1.2,3.2,4.4,6.4,1.8,0.2,,2.9,21.1,,,97,whitejo01
19950,,29,BOS,NBA,PG,82,,3257,9.2,20.6,.449,,,,9.2,20.6,.449,2.9,3.5,.838,0.8,3.5,4.3,6.1,1.5,0.3,,2.5,21.4,,,99,whitejo01
19951,,30,BOS,NBA,PG,82,,3333,8.5,19.9,.429,,,,8.5,19.9,.429,4.5,5.1,.869,1.2,4.0,5.1,6.6,1.6,0.3,,2.6,21.6,,,100,whitejo01
19952,1977-78,31,BOS,NBA,PG,46,,1641,8.0,19.1,.419,,,,8.0,19.1,.419,2.8,3.3,.858,1.5,3.5,5.0,5.8,1.4,0.2,3.2,3.0,18.8,,95,104,whitejo01
19953,1978-79,32,TOT,NBA,PG,76,,2338,7.9,17.8,.444,,,,7.9,17.8,.444,2.7,3.1,.880,0.8,3.1,3.9,6.8,1.6,0.1,4.2,3.4,18.5,,94,107,whitejo01
19954,1978-79,32,BOS,NBA,PG,47,,1455,7.9,18.5,.428,,,,7.9,18.5,.428,2.4,2.8,.888,0.7,3.3,4.0,6.6,1.7,0.1,4.4,3.1,18.3,,90,108,whitejo01
19955,1978-79,32,GSW,NBA,PG,29,,883,7.9,16.7,.475,,,,7.9,16.7,.475,3.2,3.7,.870,1.1,2.8,3.8,7.1,1.4,0.2,3.7,3.9,19.0,,102,106,whitejo01
19956,1979-80,33,GSW,NBA,PG,78,,2052,7.8,16.4,.476,0.0,0.1,.167,7.8,16.3,.479,2.3,2.7,.851,1.0,3.2,4.2,5.6,2.0,0.3,3.7,4.3,17.9,,97,108,whitejo01
19957,1980-81,34,KCK,NBA,PG,13,,236,7.2,16.5,.439,0.0,0.0,,7.2,16.5,.439,2.2,3.6,.611,0.6,3.6,4.2,7.4,2.2,0.2,3.6,4.2,16.7,,92,106,whitejo01
19958,2016-17,24,MIA,NBA,PF,35,0,471,3.5,9.3,.379,1.3,3.6,.353,2.2,5.7,.396,2.1,2.4,.909,2.7,6.1,8.8,2.2,1.1,1.1,1.9,5.6,10.5,,104,108,whiteok01
19959,2017-18,25,MIA,NBA,PF,6,4,80,4.4,10.0,.438,2.5,6.9,.364,1.9,3.1,.600,1.3,1.9,.667,1.9,5.0,6.9,1.3,0.6,0.6,0.6,3.8,12.6,,120,110,whiteok01
19960,1989-90,22,DAL,NBA,PF,55,2,707,6.7,18.1,.369,0.1,1.0,.071,6.6,17.1,.387,3.6,6.4,.562,5.6,6.8,12.4,1.5,1.7,0.4,3.4,8.9,17.0,,88,107,whitera01
19961,1990-91,23,DAL,NBA,PF,79,29,1901,7.1,17.8,.398,0.2,1.0,.162,6.9,16.8,.412,4.3,6.0,.707,4.6,8.9,13.5,1.7,2.2,1.2,3.5,8.3,18.6,,93,107,whitera01
19962,1991-92,24,DAL,NBA,PF,65,12,1021,7.2,19.0,.380,0.2,1.3,.148,7.0,17.7,.397,6.2,8.1,.765,4.8,7.0,11.8,1.5,1.5,1.1,3.4,7.8,20.8,,96,110,whitera01
19963,1992-93,25,DAL,NBA,PF,64,20,1433,7.9,18.2,.435,0.3,1.4,.238,7.6,16.8,.452,4.6,6.2,.750,5.2,7.3,12.5,1.6,2.1,1.5,3.6,7.6,20.8,,99,112,whitera01
19964,1993-94,26,DAL,NBA,PF,18,3,320,7.1,17.8,.402,1.0,3.2,.300,6.2,14.6,.424,3.0,5.2,.576,4.8,8.4,13.2,1.7,1.6,1.6,2.9,7.3,18.3,,96,108,whitera01
19965,2001-02,21,DET,NBA,SF,16,0,129,8.7,24.8,.350,0.8,3.7,.222,7.9,21.1,.373,5.0,5.8,.857,0.8,6.6,7.4,5.0,3.7,0.8,5.8,2.5,23.1,,80,99,whitero02
19966,2002-03,22,DEN,NBA,SG,72,19,1563,8.8,21.5,.408,1.1,4.5,.239,7.7,17.0,.452,3.3,4.2,.784,1.5,5.7,7.2,4.1,1.5,1.1,5.3,4.5,21.9,,86,103,whitero02
19967,2003-04,23,DEN,NBA,SF,72,0,985,11.2,24.4,.459,1.7,4.5,.379,9.5,19.9,.478,4.1,5.4,.750,2.3,6.3,8.6,3.1,1.7,1.0,4.1,5.5,28.2,,100,104,whitero02
19968,2004-05,24,TOT,NBA,SF,58,2,677,9.2,21.9,.419,1.8,4.6,.400,7.4,17.4,.424,2.0,3.3,.614,1.8,4.9,6.8,3.3,2.4,0.8,2.8,4.9,22.2,,95,105,whitero02
19969,2004-05,24,DEN,NBA,SF,42,2,531,9.5,21.9,.432,1.8,4.3,.432,7.6,17.7,.432,2.0,3.3,.618,1.9,5.2,7.2,3.5,2.9,1.0,2.6,4.9,22.8,,98,103,whitero02
19970,2004-05,24,GSW,NBA,SF,16,0,146,8.1,21.9,.371,1.8,5.6,.313,6.3,16.2,.391,2.1,3.5,.600,1.4,3.9,5.3,2.8,0.7,0.4,3.5,4.6,20.1,,84,112,whitero02
19971,1982-83,23,PHO,NBA,SF,65,0,626,9.6,17.7,.543,0.0,0.1,.000,9.6,17.6,.545,5.3,8.2,.642,3.5,4.4,7.9,2.3,1.2,0.2,3.8,4.1,24.5,,106,104,whitero01
19972,1983-84,24,TOT,NBA,SF,36,2,372,10.2,21.7,.471,0.0,0.0,,10.2,21.7,.471,3.3,6.0,.553,4.7,4.7,9.5,1.9,1.9,0.4,3.1,4.0,23.8,,100,108,whitero01
19973,1983-84,24,PHO,NBA,SF,22,2,308,10.6,22.1,.479,0.0,0.0,,10.6,22.1,.479,3.7,6.5,.571,4.6,4.9,9.5,2.2,2.0,0.3,2.8,3.8,24.9,,103,108,whitero01
19974,1983-84,24,MIL,NBA,SF,8,0,45,7.7,18.7,.412,0.0,0.0,,7.7,18.7,.412,2.2,5.5,.400,5.5,3.3,8.8,1.1,2.2,1.1,5.5,3.3,17.6,,79,105,whitero01
19975,1983-84,24,SDC,NBA,SF,6,0,19,10.0,22.5,.444,0.0,0.0,,10.0,22.5,.444,0.0,0.0,,5.0,5.0,10.0,0.0,0.0,0.0,2.5,7.5,20.0,,96,116,whitero01
19976,1984-85,25,LAC,NBA,PF,80,14,1106,6.2,12.0,.516,0.0,0.0,,6.2,12.0,.516,3.9,5.6,.692,4.0,4.3,8.4,1.5,1.5,0.9,3.7,4.9,16.3,,102,111,whitero01
19977,1985-86,26,LAC,NBA,SF,75,30,1761,9.4,18.2,.519,0.0,0.2,.111,9.4,17.9,.524,4.4,5.9,.739,2.2,2.6,4.8,2.0,2.0,0.2,2.5,4.3,23.2,,110,114,whitero01
19978,1986-87,27,LAC,NBA,SF,68,35,1545,8.0,16.7,.480,0.0,0.1,.000,8.0,16.6,.483,2.8,4.4,.653,2.7,3.1,5.9,2.4,1.4,0.6,2.2,4.8,18.9,,103,115,whitero01
19979,2013-14,22,SAC,NBA,PF,3,0,9,0.0,5.7,.000,0.0,0.0,,0.0,5.7,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,0.0,,0,117,whitero03
19980,1975-76,22,HOU,NBA,SG,32,,284,6.8,16.5,.412,,,,6.8,16.5,.412,2.9,4.0,.720,2.1,4.0,6.1,4.8,3.1,0.8,,5.2,16.5,,,100,whiteru01
19981,1976-77,23,HOU,NBA,SG,46,,368,6.0,13.6,.443,,,,6.0,13.6,.443,1.9,3.2,.600,1.7,3.6,5.3,4.5,1.4,0.1,,5.0,14.0,,,106,whiteru01
19982,1977-78,24,HOU,NBA,SG,21,,219,6.7,18.4,.365,,,,6.7,18.4,.365,3.0,3.9,.778,1.7,2.8,4.5,4.8,1.7,0.0,4.8,5.2,16.4,,82,109,whiteru01
19983,1979-80,26,HOU,NBA,SG,9,,106,5.8,10.7,.542,0.0,0.0,,5.8,10.7,.542,4.5,5.8,.769,0.0,4.0,4.0,2.2,2.2,0.0,3.6,3.6,16.1,,103,109,whiteru01
19984,1980-81,27,TOT,NBA,SG,16,,208,5.3,14.9,.354,0.0,0.2,.000,5.3,14.7,.359,3.4,3.7,.938,0.2,2.3,2.5,4.6,2.1,0.2,2.8,5.3,14.0,,90,108,whiteru01
19985,1980-81,27,GSW,NBA,SG,4,,43,9.9,19.9,.500,0.0,0.0,,9.9,19.9,.500,4.4,4.4,1.000,0.0,0.0,0.0,2.2,4.4,0.0,3.3,7.7,24.3,,108,108,whiteru01
19986,1980-81,27,SEA,NBA,SG,12,,165,4.1,13.6,.298,0.0,0.3,.000,4.1,13.3,.304,3.2,3.5,.917,0.3,2.9,3.2,5.2,1.5,0.3,2.6,4.6,11.3,,84,108,whiteru01
19987,1987-88,22,TOT,NBA,PG,49,0,581,9.1,20.4,.446,0.0,0.5,.000,9.1,19.9,.457,3.2,4.4,.722,1.0,1.6,2.5,4.8,1.6,0.2,3.8,4.7,21.3,,94,115,whiteto01
19988,1987-88,22,CHI,NBA,PG,2,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,115,whiteto01
19989,1987-88,22,NYK,NBA,PG,12,0,117,7.0,19.0,.370,0.0,0.4,.000,7.0,18.6,.378,3.7,5.4,.692,0.4,0.8,1.2,4.1,0.4,0.0,5.4,5.8,17.8,,79,114,whiteto01
19990,1987-88,22,GSW,NBA,PG,35,0,462,9.6,20.8,.463,0.0,0.5,.000,9.6,20.2,.475,3.1,4.2,.732,1.1,1.7,2.9,5.0,1.9,0.2,3.5,4.4,22.3,,98,116,whiteto01
19991,1984-85,22,DEN,NBA,SG,39,0,234,9.9,23.6,.419,0.8,2.1,.364,9.1,21.5,.425,4.0,5.9,.677,2.9,4.0,6.9,5.5,1.0,0.4,5.7,4.6,24.6,,91,112,whitewi01
19992,1985-86,23,DEN,NBA,SG,43,4,343,9.7,22.0,.440,0.8,2.8,.286,8.9,19.3,.463,2.5,3.0,.826,2.2,3.5,5.8,6.9,2.4,0.3,3.3,3.1,22.7,,102,107,whitewi01
19993,2016-17,21,BRK,NBA,PG,73,26,1643,5.9,14.7,.402,1.3,4.3,.295,4.6,10.4,.446,2.6,3.3,.805,0.9,4.4,5.3,5.5,1.2,1.0,4.1,5.0,15.7,,91,113,whiteis01
19994,2017-18,22,BRK,NBA,PG,16,0,180,10.8,23.2,.465,1.9,4.9,.389,8.9,18.3,.485,3.5,5.1,.684,1.1,5.9,7.0,5.4,2.2,0.5,6.5,6.2,27.0,,90,110,whiteis01
19995,1978-79,22,SDC,NBA,C,31,,152,4.5,10.1,.441,,,,4.5,10.1,.441,2.4,5.3,.444,4.8,10.1,14.9,2.1,0.9,1.2,3.3,8.6,11.3,,93,106,whiteje01
19996,1979-80,23,TOT,NBA,C,50,,553,5.1,10.0,.509,0.0,0.0,,5.1,10.0,.509,0.9,3.1,.286,4.9,9.7,14.6,2.1,0.7,1.5,3.2,8.5,11.0,,94,108,whiteje01
19997,1979-80,23,SDC,NBA,C,18,,225,5.7,9.5,.600,0.0,0.0,,5.7,9.5,.600,1.1,3.8,.278,6.1,8.6,14.7,1.3,0.2,1.3,1.7,6.7,12.4,,115,110,whiteje01
19998,1979-80,23,UTA,NBA,C,32,,328,4.6,10.3,.449,0.0,0.0,,4.6,10.3,.449,0.7,2.5,.294,4.0,10.5,14.5,2.7,1.0,1.6,4.2,9.7,10.0,,81,107,whiteje01
19999,1980-81,24,TOT,NBA,C,48,,688,5.8,12.6,.461,0.0,0.1,.000,5.8,12.5,.464,2.0,3.9,.500,4.0,10.9,14.9,1.8,1.4,0.6,3.9,8.5,13.5,,88,105,whiteje01
20000,1980-81,24,DAL,NBA,C,7,,118,6.6,15.7,.421,0.0,0.0,,6.6,15.7,.421,2.1,4.5,.455,3.3,8.2,11.5,0.8,1.6,0.4,4.5,6.6,15.3,,78,108,whiteje01
20001,1980-81,24,CLE,NBA,C,3,,8,5.9,17.8,.333,0.0,0.0,,5.9,17.8,.333,0.0,0.0,,11.9,5.9,17.8,0.0,5.9,0.0,0.0,35.7,11.9,,103,99,whiteje01
20002,1980-81,24,SDC,NBA,C,38,,562,5.6,11.8,.475,0.0,0.1,.000,5.6,11.8,.478,2.0,3.8,.511,4.1,11.5,15.6,2.0,1.3,0.7,3.8,8.5,13.2,,91,104,whiteje01
20003,1981-82,25,SDC,NBA,C,72,63,2214,8.7,15.5,.559,0.0,0.0,,8.7,15.5,.559,3.9,5.2,.763,4.9,9.3,14.2,2.2,1.0,0.9,3.0,6.2,21.3,,117,112,whiteje01
20004,1982-83,26,SDC,NBA,C,46,23,905,8.4,15.8,.536,0.0,0.0,,8.4,15.8,.536,3.7,4.5,.828,5.4,8.0,13.4,2.2,1.1,0.8,3.3,7.2,20.6,,113,109,whiteje01
20005,1983-84,27,SDC,NBA,C,70,1,921,7.4,15.2,.490,0.0,0.0,,7.4,15.2,.490,4.5,5.5,.822,4.8,7.8,12.6,1.0,0.9,0.6,3.0,8.2,19.4,,111,112,whiteje01
20006,1984-85,28,GSW,NBA,C,79,78,2536,7.7,15.1,.510,0.0,0.0,,7.7,15.1,.510,3.4,4.3,.783,4.0,7.4,11.4,1.0,0.8,0.8,2.6,5.9,18.8,,110,113,whiteje01
20007,1985-86,29,GSW,NBA,C,81,3,1079,5.4,12.6,.429,0.0,0.0,,5.4,12.6,.429,2.6,4.1,.619,4.0,10.0,14.0,0.8,0.8,0.8,2.7,7.5,13.3,,94,110,whiteje01
20008,1986-87,30,GSW,NBA,C,73,1,937,7.4,16.5,.450,0.0,0.1,.000,7.4,16.4,.451,4.0,5.7,.699,5.5,7.7,13.2,1.2,0.8,0.6,2.5,8.8,18.8,,105,111,whiteje01
20009,1987-88,31,GSW,NBA,C,72,27,1221,6.7,13.9,.483,0.0,0.0,,6.7,13.9,.483,2.3,3.2,.720,4.2,8.2,12.4,1.5,1.2,0.8,1.9,8.1,15.7,,107,112,whiteje01
20010,1988-89,32,TOT,NBA,C,57,4,622,5.3,13.5,.396,0.0,0.0,,5.3,13.5,.396,2.3,3.5,.660,3.6,6.3,9.9,1.4,1.7,0.3,1.8,8.5,12.9,,96,109,whiteje01
20011,1988-89,32,GSW,NBA,C,5,0,42,3.2,6.4,.500,0.0,0.0,,3.2,6.4,.500,1.1,2.1,.500,0.0,5.3,5.3,2.1,1.1,0.0,2.1,8.5,7.5,,88,111,whiteje01
20012,1988-89,32,SAS,NBA,C,52,4,580,5.5,14.0,.392,0.0,0.0,,5.5,14.0,.392,2.4,3.6,.667,3.9,6.4,10.3,1.4,1.7,0.3,1.7,8.5,13.4,,96,108,whiteje01
20013,1996-97,27,TOR,NBA,PG,27,1,259,3.7,11.3,.327,2.5,7.4,.333,1.2,3.9,.316,2.3,3.1,.733,0.4,2.0,2.5,7.4,2.3,0.0,3.5,4.7,12.1,,98,112,whitedo01
20014,1997-98,28,ATL,NBA,PG,3,0,16,3.4,6.8,.500,0.0,3.4,.000,3.4,3.4,1.000,0.0,6.8,.000,0.0,3.4,3.4,3.4,0.0,0.0,3.4,0.0,6.8,,60,112,whitedo01
20015,2010-11,21,SAC,NBA,C,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.4,0.0,,,115,whiteha01
20016,2011-12,22,SAC,NBA,C,18,0,109,5.6,12.6,.444,0.0,0.0,,5.6,12.6,.444,2.3,5.6,.417,7.4,10.7,18.1,0.0,1.4,7.0,2.3,5.6,13.5,,98,102,whiteha01
20017,2014-15,25,MIA,NBA,C,48,32,1142,11.2,17.9,.628,0.0,0.0,,11.2,17.9,.628,3.6,7.2,.500,6.7,15.6,22.3,0.3,1.2,5.7,2.7,6.0,26.1,,117,97,whiteha01
20018,2015-16,26,MIA,NBA,C,73,43,2125,10.0,16.5,.606,0.0,0.0,,10.0,16.5,.606,5.2,7.9,.650,5.7,15.1,20.9,0.7,1.1,6.5,3.3,4.9,25.1,,117,95,whiteha01
20019,2016-17,27,MIA,NBA,C,77,77,2513,10.9,19.5,.557,0.0,0.0,,10.9,19.5,.557,4.5,7.2,.628,5.9,15.9,21.8,1.1,1.1,3.2,3.1,4.5,26.3,,113,100,whiteha01
20020,2017-18,28,MIA,NBA,C,54,54,1364,11.5,21.3,.540,0.1,0.1,1.000,11.4,21.2,.538,4.7,6.7,.703,6.4,16.3,22.7,2.0,1.4,3.5,3.4,4.8,27.8,,111,99,whiteha01
20021,1995-96,23,TOR,NBA,PF,8,1,122,5.5,12.7,.433,0.0,0.0,,5.5,12.7,.433,5.9,9.3,.636,3.8,6.8,10.6,0.8,1.3,0.8,3.4,5.9,16.9,,97,113,whitfdw01
20022,1993-94,22,SAS,NBA,PG,40,4,339,3.9,12.9,.305,1.6,4.7,.333,2.4,8.2,.288,1.9,2.4,.800,0.8,3.8,4.6,8.3,1.7,0.2,5.8,8.3,11.3,,80,107,whitnch01
20023,1994-95,23,SAS,NBA,PG,25,0,179,4.0,13.3,.298,0.9,5.4,.158,3.1,7.9,.393,3.1,3.1,1.000,1.1,2.6,3.7,7.9,1.1,0.0,5.1,9.6,11.9,,84,110,whitnch01
20024,1995-96,24,WSB,NBA,PG,21,0,335,6.9,15.1,.455,2.9,6.7,.432,4.0,8.4,.473,6.3,6.7,.932,0.3,4.7,5.0,7.8,2.8,0.2,3.5,7.0,22.9,,122,107,whitnch01
20025,1996-97,25,WSB,NBA,PG,82,1,1117,6.5,15.4,.421,2.7,7.6,.356,3.8,7.8,.485,4.4,5.3,.832,0.6,4.2,4.8,8.5,2.3,0.2,3.2,4.7,20.0,,114,106,whitnch01
20026,1997-98,26,WAS,NBA,PG,82,6,1073,6.1,17.3,.355,2.5,8.2,.308,3.6,9.1,.398,5.7,6.3,.915,0.8,4.8,5.6,9.5,1.7,0.3,3.2,5.2,20.6,,110,107,whitnch01
20027,1998-99,27,WAS,NBA,PG,39,1,441,7.8,18.9,.410,3.9,11.5,.337,3.9,7.4,.525,3.3,3.8,.871,1.0,4.7,5.7,8.4,2.2,0.2,4.4,5.9,22.7,,105,105,whitnch01
20028,1999-00,28,WAS,NBA,PG,82,15,1627,6.9,16.6,.417,3.1,8.1,.376,3.8,8.5,.455,3.6,4.2,.848,0.6,3.6,4.3,10.0,1.7,0.2,3.4,5.3,20.4,,113,109,whitnch01
20029,2000-01,29,WAS,NBA,PG,59,31,1532,6.2,15.9,.387,3.1,8.4,.375,3.0,7.5,.401,3.4,3.8,.894,0.4,3.2,3.6,8.4,1.9,0.1,3.5,5.1,18.9,,107,110,whitnch01
20030,2001-02,30,WAS,NBA,PG,82,81,2171,6.9,16.4,.418,3.3,8.1,.406,3.6,8.3,.429,3.9,4.4,.880,0.3,3.5,3.8,7.9,1.8,0.2,2.1,4.6,20.8,,119,109,whitnch01
20031,2002-03,31,TOT,NBA,PG,51,21,1052,6.2,17.4,.355,2.5,8.2,.305,3.7,9.2,.400,2.8,3.4,.826,0.1,3.2,3.3,7.2,1.4,0.1,3.5,4.6,17.7,,95,107,whitnch01
20032,2002-03,31,DEN,NBA,PG,29,20,762,6.5,18.1,.360,3.0,8.9,.336,3.5,9.2,.383,3.2,3.9,.807,0.1,3.1,3.2,8.6,1.2,0.1,3.8,5.3,19.2,,98,106,whitnch01
20033,2002-03,31,ORL,NBA,PG,22,1,290,5.3,15.6,.341,1.2,6.4,.194,4.1,9.2,.442,2.0,2.1,.917,0.4,3.4,3.7,3.7,2.1,0.2,2.8,2.7,13.9,,84,107,whitnch01
20034,2003-04,32,WAS,NBA,PG,16,5,186,4.8,12.6,.378,2.2,5.0,.444,2.5,7.6,.333,1.4,1.4,1.000,0.8,3.4,4.2,3.9,1.7,0.6,1.7,1.7,13.1,,106,108,whitnch01
20035,1980-81,23,KCK,NBA,SG,47,,782,9.0,18.5,.487,0.1,0.4,.333,8.9,18.2,.490,3.0,3.9,.769,1.8,4.7,6.4,4.1,2.8,0.4,2.9,5.9,21.2,,102,104,whitnha02
20036,1981-82,24,KCK,NBA,SG,23,4,266,4.4,12.6,.352,0.0,0.2,.000,4.4,12.4,.357,0.7,1.2,.571,2.3,4.8,7.1,3.4,2.1,0.2,2.5,5.5,9.6,,81,108,whitnha02
20037,2014-15,23,IND,NBA,PF,20,0,108,9.1,20.0,.452,0.5,2.9,.167,8.6,17.2,.500,8.6,11.0,.783,4.8,9.1,13.8,2.9,2.4,1.0,2.4,8.6,27.2,,114,100,whittsh01
20038,2015-16,24,IND,NBA,PF,7,0,41,6.1,13.3,.455,0.0,2.4,.000,6.1,10.9,.556,1.2,2.4,.500,6.1,8.5,14.5,3.6,1.2,1.2,6.1,8.5,13.3,,84,103,whittsh01
20039,,24,POR,NBA,PF,75,,2853,10.6,23.1,.459,,,,10.6,23.1,.459,4.9,6.4,.762,3.0,7.6,10.6,5.1,1.4,1.0,,3.3,26.1,,,102,wickssi01
20040,,25,POR,NBA,PF,82,,3162,10.0,20.2,.497,,,,10.0,20.2,.497,5.7,8.1,.706,3.3,9.4,12.7,4.2,1.6,1.2,,4.2,25.8,,,96,wickssi01
20041,1975-76,26,POR,NBA,PF,79,,3044,8.5,17.6,.483,,,,8.5,17.6,.483,5.1,7.5,.674,3.6,6.8,10.4,3.6,1.1,0.8,,3.7,22.0,,,99,wickssi01
20042,1976-77,27,BOS,NBA,PF,82,,2642,7.8,17.1,.458,,,,7.8,17.1,.458,5.2,7.8,.668,4.5,9.4,13.9,2.9,1.1,1.0,,5.6,20.9,,,96,wickssi01
20043,1977-78,28,BOS,NBA,PF,81,,2413,8.1,17.4,.467,,,,8.1,17.4,.467,4.1,6.2,.660,4.2,8.4,12.6,3.2,1.3,0.9,4.2,6.0,20.3,,97,100,wickssi01
20044,1978-79,29,SDC,NBA,PF,79,,2022,7.0,15.1,.462,,,,7.0,15.1,.462,3.3,5.0,.650,3.6,5.5,9.0,2.8,1.6,0.8,4.0,6.1,17.2,,98,108,wickssi01
20045,1979-80,30,SDC,NBA,PF,71,,2146,4.6,10.9,.423,0.0,0.0,.000,4.6,10.9,.424,1.8,3.4,.546,3.0,6.0,9.0,4.7,1.7,1.1,3.7,5.3,11.1,,90,109,wickssi01
20046,1980-81,31,SDC,NBA,PF,49,,1083,5.5,12.6,.437,0.0,0.0,.000,5.5,12.6,.439,3.4,6.6,.507,3.5,6.4,9.9,4.9,1.8,1.8,4.2,7.4,14.4,,91,106,wickssi01
20047,2014-15,19,MIN,NBA,SF,82,82,2969,8.5,19.5,.437,0.7,2.2,.310,7.8,17.3,.453,6.1,8.0,.760,2.3,4.1,6.4,2.9,1.5,0.9,3.0,3.3,23.8,,103,114,wiggian01
20048,2015-16,20,MIN,NBA,SF,81,81,2845,10.5,22.9,.459,1.0,3.4,.300,9.5,19.6,.486,7.6,10.0,.761,1.9,3.3,5.2,2.9,1.4,0.8,3.2,2.9,29.7,,106,113,wiggian01
20049,2016-17,21,MIN,NBA,SF,82,82,3048,11.8,26.1,.452,1.7,4.8,.356,10.1,21.3,.473,6.9,9.0,.760,1.7,3.8,5.5,3.1,1.4,0.5,3.1,3.0,32.2,,107,115,wiggian01
20050,2017-18,22,MIN,NBA,SF,82,82,2979,9.6,21.8,.438,1.9,5.7,.331,7.7,16.1,.475,3.4,5.3,.643,1.4,4.6,6.0,2.7,1.5,0.9,2.3,2.7,24.4,,101,113,wiggian01
20051,1983-84,24,CHI,NBA,SG,82,40,2123,9.0,20.2,.448,0.2,0.7,.241,8.9,19.5,.455,4.8,6.5,.742,3.1,4.3,7.4,4.2,2.4,0.2,3.2,6.3,23.1,,103,107,wiggimi01
20052,1984-85,25,HOU,NBA,SG,82,24,1575,9.5,19.6,.484,0.2,0.7,.261,9.3,18.9,.492,2.9,3.9,.733,3.3,3.7,7.0,3.5,2.5,0.4,2.7,5.8,22.0,,109,107,wiggimi01
20053,1985-86,26,HOU,NBA,SG,78,0,1198,8.6,18.9,.454,0.0,0.5,.083,8.6,18.5,.463,3.3,4.6,.729,3.4,2.8,6.2,3.9,2.3,0.2,2.4,6.0,20.6,,106,109,wiggimi01
20054,1986-87,27,HOU,NBA,SG,32,19,788,9.3,21.3,.437,0.0,0.3,.000,9.3,21.0,.443,3.0,4.0,.754,4.5,3.6,8.1,4.6,2.7,0.2,3.0,5.0,21.7,,101,106,wiggimi01
20055,1989-90,30,HOU,NBA,SG,66,52,1852,10.7,21.9,.488,0.0,0.1,.000,10.7,21.8,.489,4.9,6.1,.810,3.4,3.9,7.3,2.7,2.2,0.0,2.2,4.2,26.2,,112,106,wiggimi01
20056,1991-92,32,PHI,NBA,SG,49,0,569,7.9,20.6,.384,0.0,0.1,.000,7.9,20.5,.386,3.1,4.6,.686,3.9,4.6,8.5,2.0,1.8,0.1,2.2,6.0,19.0,,93,112,wiggimi01
20057,2014-15,24,LAC,NBA,SG,21,0,101,8.0,19.1,.421,3.5,9.5,.368,4.5,9.5,.474,1.0,1.0,1.000,0.5,3.0,3.5,4.0,1.5,0.5,5.0,3.5,20.6,,89,109,wilcocj01
